Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  BRANKO OZIMEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MIROSLAV RAJH  ;AKCIJA MLADIH - AM  , Nositelj liste:  VOJMIR SABOLIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP  , Nositelj liste:  IVAN PERNAR;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  RUDOLF FORKO   ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  IVAN MARTAN ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ;HRVATSKA KRŠÆANSKA DEMOKRATSKA UNIJA - HKDU  , Nositelj liste:  BOŽO RENDIÆ   ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  dr.sc. ZVONIMIR SABATI ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS , ZAGORSKA DEMOKRATSKA STRANKA - ZDS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ   ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI  , Nositelj liste:  ROBERT ŠPOLJAR, dipl.ing.sig.;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  LADISLAV ILÈIÆ  ;MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS  , Nositelj liste:  ŽELJKO PAVLIC  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  DEAN GOLUBIÆ, dipl.krim. ;NEOVISNA LISTA  , Nositelj liste:  IVAN FIOLIÆ FIO;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ   ;, NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA  ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  RADIMIR ÈAÈIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  FRANJO GOLENKO ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGORSKA STRANKA - ZS  , Nositelj liste:  MILJENKO JERNEIÆ  ;ZELENA LISTA  , Nositelj liste:  STANKO BEZEK  ;ZELENA STRANKA - ZS  , Nositelj liste:  TIHOMIR CAMPANELLO  ;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KOTORIBA;2;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 2. B RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;783;476;476;471;5;1;1;0;5;0;6;2;3;3;4;72;0;1;8;13;12;1;1;69;11;9;2;0;3;0;241;0;1;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KOTORIBA;3;KOTORIBA;OSNOVNA ŠKOLA - UÈIONICA 3. C RAZREDA, U PRIZEMLJU;IGNACA SVETOMARTINSKOG 1;884;543;543;535;8;0;1;1;4;1;6;2;8;4;6;112;0;2;8;12;9;4;0;65;25;5;1;0;1;2;254;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRALJEVEC NA SUTLI;1;STRMEC SUTLANSKI;PROSTORIJA MUZIÈKOG DOMA;STRMEC SUTLANSKI BB;228;161;161;159;2;0;0;0;0;1;1;0;2;0;3;63;0;3;9;6;6;2;1;4;3;1;0;4;1;0;46;1;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRALJEVEC NA SUTLI;2;RADAKOVO;OSNOVNA ŠKOLA;RADAKOVO 53;430;259;258;253;5;0;0;2;3;1;5;1;2;1;1;79;2;0;13;10;5;0;0;5;4;1;1;4;2;1;102;1;0;6;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRALJEVEC NA SUTLI;3;KRALJEVEC NA SUTLI;PROSTORIJE OPÆINE;KRALJEVEC NA SUTLI 132;503;300;300;289;11;0;0;0;2;5;6;5;8;3;0;89;0;0;19;6;3;2;1;8;6;1;0;4;1;0;115;0;0;2;2;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRALJEVEC NA SUTLI;4;DRAŠE;PROSTORIJE VATROGASNOG DOMA;DRAŠE BB;319;197;196;193;3;0;0;1;1;0;0;0;4;0;4;62;0;0;26;7;2;3;0;11;2;0;0;3;0;0;66;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;1;KRAPINSKE TOPLICE I;DOM KULTURE;KRAPINSKE TOPLICE;472;295;295;287;8;0;1;0;0;0;1;0;13;5;1;48;0;0;10;18;7;2;2;25;0;0;0;1;4;0;140;1;0;4;2;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;2;KRAPINSKE TOPLICE II;OSNOVNA ŠKOLA;ZAGREBAÈKA 12;790;527;527;521;6;1;0;1;6;0;2;1;12;0;1;100;0;2;4;23;10;9;4;34;7;0;0;1;2;0;292;2;1;5;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;3;KLOKOVEC;POSLOVNI OBJEKT EURO-GRADIM;KLOKOVEC 227;734;429;429;424;5;0;3;0;5;3;6;3;9;6;1;60;0;0;15;12;9;7;1;30;3;0;0;6;0;1;231;2;0;8;0;3;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;4;ÈRET;VATROGASNI DOM;ÈRET 30;660;277;277;268;9;1;0;2;4;2;3;2;5;2;1;64;1;1;18;11;8;4;0;11;1;0;0;1;0;0;122;0;0;2;0;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;5;GREGUROVEC;PODRUÈNA ŠKOLA;GREGUROVEC 12;388;258;258;253;5;0;0;0;1;12;4;0;4;1;5;51;0;1;10;7;8;0;5;18;3;0;0;4;1;1;110;1;0;4;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;6;VRTNJAKOVEC;KUÆA JUKIÆ IVANE;VRTNJAKOVEC 59;525;265;265;255;10;0;0;3;0;6;5;1;4;6;3;37;0;1;13;13;8;2;1;15;1;0;1;5;0;1;120;0;0;8;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;7;MALA ERPENJA I;VATROGASNI DOM;MALA ERPENJA 249;240;108;108;104;4;1;0;0;1;1;1;0;0;1;0;16;0;0;4;2;0;0;0;8;0;0;0;1;0;0;62;0;0;6;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;8;MALA ERPENJA II;DRUŠTVENI DOM;MALA ERPENJA BB;310;137;137;129;8;1;1;0;1;0;7;0;3;1;2;34;0;1;13;3;3;0;1;3;1;2;2;1;2;1;45;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;9;SELNO;DRUŠTVENI DOM;SELNO BB;331;193;193;182;11;0;0;1;2;2;4;2;3;1;4;53;0;0;5;8;5;0;2;10;1;3;0;6;1;0;63;0;1;4;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;10;SLIVONJA JAREK;KUÆA KOZINA SLAVKA;SLIVONJA JAREK 18A;186;95;95;94;1;0;0;0;3;1;2;0;2;2;0;19;0;0;5;6;5;0;1;3;1;0;0;2;0;0;38;0;0;3;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KRAPINSKE TOPLICE;11;ORATJE;KUÆA BOROŠAK ŠTEFICE;ORATJE 15;147;70;70;69;1;0;0;1;0;0;0;0;1;0;2;18;1;0;2;1;0;1;1;2;1;1;0;0;0;0;31;1;1;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;1;KUMROVEC;VIJEÆNICA OPÆINE;JOSIPA BROZA 12;236;152;152;146;6;0;0;0;1;1;0;0;5;6;0;37;0;1;3;9;4;0;3;8;0;0;0;0;0;0;65;0;0;1;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;2;KLADNIK;POSLOVNI PROSTOR BOŽIDARA BERCA;KLADNIK 45;118;82;82;80;2;0;0;0;0;0;1;0;3;0;1;23;0;0;0;2;3;1;1;4;1;0;0;1;0;0;39;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;3;DONJI ŠKRNIK;KUÆA BRANKA ANTOLIÆ;DONJI ŠKRNIK 35;143;105;105;99;6;0;0;1;1;0;1;0;3;0;2;9;0;0;13;1;1;1;0;10;0;1;0;0;0;0;53;1;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;4;RAZVOR;"POSLOVNI OBJEKT ""VAG-TONI""";RAZVOR 10;187;118;118;116;2;0;1;0;0;0;1;1;3;2;1;24;0;0;5;4;4;1;0;7;0;1;0;0;3;0;56;0;0;1;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;5;RAVNO BREZJE;KUÆA ŽGELA JADRANKE;RAVNO BREZJE 18;197;122;122;119;3;0;1;0;2;0;1;0;1;0;0;45;0;0;2;3;1;1;2;11;0;0;0;2;0;0;47;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;6;VELINCI;OBITELJSKA KUÆA BOŽIDARA IVIÆA;VELINCI 18 A;89;44;44;43;1;0;2;0;0;0;2;0;0;2;1;10;0;0;1;0;0;0;1;0;1;0;0;2;0;0;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;7;RAZDRTO TUHELJSKO I PODGRORA;KUÆA ZVONIMIRA PETRIŠIÆA;RAZDRTO TUHELJSKO 19;144;84;84;77;7;1;1;2;1;0;4;0;2;1;0;11;2;0;1;3;1;3;0;8;1;0;0;1;0;0;30;0;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;8;DUGNJEVEC;KUÆA MLADENA ŽNIDAREC;DUGNJEVEC 36;66;47;47;47;0;0;0;1;0;0;1;0;3;0;1;19;0;0;0;0;2;0;0;3;0;0;0;0;1;0;16;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;KUMROVEC;9;RISVICA;OBITELJSKA KUÆA MARTINA BLAŽIÈKA;RISVICA 27;256;178;178;173;5;0;0;2;0;1;2;1;1;0;1;21;1;0;1;11;3;4;2;7;1;1;0;0;1;1;107;0;0;3;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;1;MARKUŠBRIJEG;"DRUŠTVENI DOM ""VINIPOTOK""";MARKUŠBRIJEG BB;413;229;229;220;9;0;0;2;3;2;1;1;2;1;3;47;0;1;6;5;4;1;1;19;6;4;1;8;0;1;97;0;0;3;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;2;ZAVRŠJE LOBORSKO;KUÆA NIKOLE KUNIÆA;ZAVRŠJE LOBORSKO 38;280;151;151;151;0;0;0;1;1;0;0;3;4;1;3;22;0;0;9;5;8;0;2;6;1;0;0;4;0;0;78;0;0;1;2;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;3;STARI GOLUBOVEC;DRUŠTVENI DOM STARI GOLUBOVEC;STARI GOLUBOVEC BB;179;123;123;123;0;1;0;0;2;1;0;0;0;1;1;29;1;0;9;2;4;2;0;11;2;0;0;0;0;0;55;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;4;LOBOR;DRUŠTVENI DOM LOBOR;TRG SV. ANE 30;430;257;257;249;8;0;0;0;1;1;2;1;2;1;2;67;2;1;11;6;11;2;0;10;2;0;0;2;2;0;115;1;0;4;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;5;VOJNOVEC I;KUÆA STJEPAN IVANUŠ;VOJNOVEC 11;306;176;176;174;2;1;0;2;3;0;0;1;3;0;1;66;2;0;16;4;12;2;1;7;1;1;2;1;1;0;46;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;6;VOJNOVEC II;KUÆA JAJTIÆ STJEPANA;VOJNOVEC 109;263;152;152;151;1;0;1;0;2;1;2;2;1;1;1;45;1;0;6;11;22;0;0;8;1;1;0;0;0;2;36;0;2;5;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;7;PETROVA GORA;DRUŠTVENI DOM PETROVA GORA;PETROVA GORA BB;212;117;117;113;4;0;0;0;5;1;2;2;1;0;0;32;0;0;8;6;3;1;0;6;1;1;0;1;2;0;39;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;8;PETROVA GORA I;POSLOVNI PROSTOR STJEPANA KORADE;PETROVA GORA 167;242;137;137;132;5;1;0;0;1;3;2;0;0;2;0;19;0;0;11;8;3;2;1;3;6;0;0;4;4;0;59;0;0;3;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LOBOR;9;VELIKA PETROVAGORSKA;KUÆA STJEPANA HORVATA;VELIKA PETROVAGORSKA 32;202;117;117;113;4;0;0;0;2;0;3;2;2;0;2;34;0;0;4;5;2;1;1;8;0;0;0;0;0;0;42;0;0;4;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LJUBEŠÆICA;1;LJUBEŠÈICA - 1;OSNOVNA ŠKOLA - BIR.1;ZAGREBAÈKA 22;472;322;322;318;4;0;0;0;4;1;4;0;1;0;2;121;0;1;16;1;5;0;1;19;0;0;0;1;2;0;138;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LJUBEŠÆICA;2;LJUBEŠÈICA - 2;OSNOVNA ŠKOLA - BIR.2;ZAGREBAÈKA 22;643;427;427;420;7;0;0;1;3;0;1;4;7;2;0;154;0;0;16;6;8;4;2;18;0;1;0;0;1;0;187;0;0;1;1;3;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LJUBEŠÆICA;3;KAPELA KALNIÈKA;DRUŠTVENI DOM;KAPELA KALNIÈKA 20 A;322;220;220;217;3;0;0;2;1;1;1;0;1;2;0;112;1;1;12;7;1;0;0;10;0;1;1;0;1;0;59;0;0;0;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LJUBEŠÆICA;4;LJUBELJ;KUÆA STJEPANA SAKAÈA;LJUBELJ 1;94;56;56;56;0;0;0;0;1;0;1;1;0;0;0;19;0;0;1;0;1;0;0;4;0;0;0;0;0;0;28;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;LJUBEŠÆICA;5;LJUBELJ KALNIÈKI;DRUŠTVENI DOM;LJUBELJ KALNIÈKI 24 C;100;67;67;66;1;0;0;1;1;0;1;0;4;0;1;11;0;0;3;1;2;0;0;1;0;0;0;0;0;0;39;0;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;1;MAÈE;DOM KULTURE;MAÈE BB;583;377;377;365;12;0;1;3;5;2;4;1;11;3;4;58;0;1;29;10;7;1;1;13;2;0;0;6;3;1;187;0;0;10;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;2;MALI BUKOVEC;"PROSTORIJE BIVŠEG DUÆANA ""JAMBREKOVIÆ PROMET""";MALI BUKOVEC 25;209;128;128;123;5;0;0;0;1;1;1;0;6;0;1;16;0;1;7;5;5;0;1;5;0;1;1;0;0;0;70;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;3;VELIKI BUKOVEC;LOVAÈKI DOM;VELIKI BUKOVEC BB;257;127;127;124;3;0;0;0;2;2;2;0;4;2;2;26;0;0;3;5;1;1;4;4;0;0;0;3;0;0;62;0;0;1;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;4;VELIKI KOMOR;KUÆA BAÈUN STJEPANA;VELIKI KOMOR 149;158;69;69;66;3;1;0;0;0;1;1;1;1;1;1;27;0;0;4;1;2;0;0;1;0;0;0;2;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;5;VELIKI KOMOR;PROSTOR BIVŠEG CAFFE BARA LOYD;VELIKI KOMOR 18B;285;150;150;146;4;0;0;0;0;1;5;1;4;1;0;20;2;0;5;15;6;0;2;4;1;0;0;4;0;0;66;0;0;7;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;6;VUKANCI;VIKEND KUÆA FRANJE HUBAKA;VUKANCI BB;191;119;119;116;3;0;0;0;2;0;0;3;3;0;1;29;0;0;11;12;0;0;0;3;0;0;0;4;0;0;46;0;0;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;7;DELKOVEC;KUÆA SEDLAR DRAGUTINA;DELKOVEC 30A;129;54;54;53;1;0;0;0;4;0;1;1;2;0;0;12;0;0;3;1;0;0;0;3;0;0;0;1;2;0;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MAÈE;8;PERŠAVES;OSNOVNA ŠKOLA;PERŠAVES BB;315;200;200;197;3;1;0;2;2;2;4;0;1;1;2;33;0;0;13;21;2;0;0;6;4;0;0;1;3;0;94;1;0;4;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;1;MALA SUBOTICA;PROSTORIJE VIJEÆA MJESNOG ODBORA;GLAVNA 31A;1.109;773;771;762;9;1;3;1;8;3;2;0;11;1;15;73;0;2;17;10;2;8;0;163;16;10;0;3;11;0;396;2;0;1;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;2;MALA SUBOTICA;OSNOVNA ŠKOLA;GLAVNA 55;669;428;428;416;12;0;1;0;1;0;0;0;2;1;3;73;0;0;4;6;3;2;0;65;5;13;1;0;2;0;231;0;2;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;3;PALOVEC;DRUŠTVENI DOM;GLAVNA 35;904;603;603;594;9;1;1;5;2;7;4;2;9;2;2;63;0;3;3;4;13;3;4;83;11;14;0;0;1;1;354;0;0;0;1;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;4;ŠTEFANEC;VIŠENAMJENSKA DVORANA;NIKOLE TESLE BB;698;471;471;465;6;0;1;3;6;0;7;0;12;2;3;44;0;1;6;3;2;1;1;95;1;5;2;1;7;0;258;2;1;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;5;DRŽIMUREC;DOM KULTURE;DRŽIMUREC 136;625;382;382;379;3;1;1;0;0;4;1;1;6;0;0;52;0;0;10;0;8;0;2;56;4;3;3;0;1;0;226;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;6;SVETI KRIŽ;DRUŠTVENI DOM;AUGUSTA ŠENOE 32;335;210;210;205;5;0;3;3;1;1;4;0;2;2;1;19;0;0;2;14;3;2;0;40;3;3;0;0;0;1;97;0;1;0;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALA SUBOTICA;7;DRŽIMUREC;PODRUÈNA ŠKOLA DRŽIMUREC-STRELEC;DRŽIMUREC 131;95;65;58;58;0;0;0;4;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;1;MALI BUKOVEC - 1;DRUŠTVENI DOM;PAVLEKA MIŠKINE 19;386;240;240;239;1;1;0;0;3;0;1;0;1;0;3;20;1;3;33;4;27;0;0;13;9;2;1;0;1;0;115;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;2;MALI BUKOVEC - 2;OPÆINSKA ZGRADA - 1.KAT;PAVLEKA MIŠKINE 14;278;161;161;159;2;0;0;0;0;1;4;0;1;0;2;19;0;1;41;0;20;0;0;8;0;1;0;0;0;0;61;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;3;ŽUPANEC;DRUŠTVENI DOM;ŽUPANEC BB;169;107;107;104;3;0;0;1;2;0;2;1;0;0;2;19;0;1;12;1;7;2;1;5;0;0;0;0;0;0;48;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;4;NOVO SELO PODRAVSKO;DRUŠTVENI DOM;NOVO SELO PODRAVSKO BB;185;134;134;132;2;0;0;0;2;2;0;1;4;1;0;9;0;1;29;1;13;5;0;7;1;0;0;0;1;1;54;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;5;SVETI PETAR;DRUŠTVENI DOM;HARAMBAŠINA BB;587;402;402;396;6;1;1;1;0;1;2;1;10;4;2;38;0;4;45;2;9;2;1;11;5;0;0;1;0;0;253;1;0;0;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;6;MARTINIÆ;DRUŠTVENI DOM;MARTINIÆ BB;133;95;95;95;0;1;0;0;0;1;3;0;2;0;2;10;0;0;6;2;3;0;0;0;2;0;1;0;0;0;62;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MALI BUKOVEC;7;LUNJKOVEC;DRUŠTVENI DOM;LUNJKOVEC BB;166;129;129;127;2;0;1;1;0;0;3;0;0;0;0;13;0;0;32;2;7;1;0;6;2;0;0;0;0;0;58;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;1;MARIJA BISTRICA;DOM KULTURE;ZAGREBAÈKA BB;956;621;621;605;16;1;3;4;3;0;2;2;15;5;4;102;1;3;32;33;13;2;2;49;25;2;1;1;12;0;282;1;0;4;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;2;MARIJA BISTRICA II;"TERMOLAKIRNICA ""ŠTAGAR""";STUBIÈKA CESTA 20;416;226;226;219;7;0;0;1;4;1;7;1;4;0;1;31;0;0;26;19;1;0;0;15;6;0;0;1;0;0;96;0;0;5;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;3;PODGORJE BISTRIÈKO;"OSNOVNA ŠKOLA ""M.BISTRICA""";ZAGREBAÈKA 15;787;421;421;414;7;3;1;1;4;1;5;0;8;0;2;64;0;2;29;32;6;2;1;23;3;2;0;4;1;1;206;2;0;8;1;2;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;4;LAZ BISTRIÈKI;PODRUÈNA ŠKOLA;LAZ BISTRIÈKI 180/A;879;445;445;419;26;1;2;0;4;4;8;1;12;5;4;84;0;0;37;26;13;9;1;23;40;2;0;7;3;0;124;1;0;7;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;5;GLOBOÈEC;PODRUÈNA ŠKOLA;GLOBOÈEC;473;210;210;208;2;0;2;3;2;1;0;1;1;3;1;49;0;1;16;18;3;0;0;12;1;4;0;5;1;0;82;0;0;1;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;6;POLJANICA BISTRIÈKA;PODRUÈNA ŠKOLA;POLJANICA BISTRIÈKA;338;131;131;129;2;0;0;0;3;1;1;0;5;0;0;19;0;0;5;4;3;2;1;6;0;0;1;3;0;1;71;0;0;0;3;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;7;SUŠOBREG;KUÆA JELEÈKI BRANKA;SUŠOBREG 140;76;41;41;39;2;0;0;0;1;0;2;0;3;0;2;3;0;0;3;1;0;1;0;4;0;1;1;1;0;0;15;0;0;0;1;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;8;SELNICA;VATROGASNI DOM;SELNICA;595;318;318;305;13;0;1;1;0;3;3;1;11;2;3;37;1;2;23;39;6;0;2;16;6;0;0;4;0;1;140;0;1;2;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;9;TUGONICA;VATROGASNI DOM;TUGONICA;522;278;278;276;2;3;1;0;6;0;5;1;7;1;0;22;0;0;17;11;4;1;2;30;5;1;0;3;0;0;150;0;0;5;0;1;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARIJA BISTRICA;10;PODGRAÐE;KUÆA JOSIPA VURAIÆA;PODGRAÐE 19;281;178;178;173;5;2;0;0;1;1;1;0;10;1;0;22;0;1;13;10;5;1;0;12;4;0;0;3;1;0;77;0;0;8;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARTIJANEC;1;RIVALNO;DRUŠTVENI DOM;RIVALNO 12;84;38;38;38;0;0;0;0;0;0;0;1;1;3;0;8;0;0;4;1;0;0;0;1;1;0;0;0;0;0;18;0;0;0;0;0;;;;;;;;;;;;;;;;;
III. IZBORNA JEDINICA;MARTIJANEC;2;SLANJE;VATROGASNI DOM;B. RADIÆ 79;503;293;293;289;4;0;0;1;0;0;2;0;2;0;2;55;1;0;27;6;4;5;1;15;0;0;0;2;0;0;163;0;0;0;2;1;;;;;;;;;;;;;;;;;
