Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  VLADIMIR SEVER  ;AKCIJA MLADIH - AM  , Nositelj liste:  IGOR PUHAR;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR  ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MILAN BINGULA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;GLAS RAZUMA  , Nositelj liste:  MILAN LELAS, dipl.ing.prometa, pilot ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  VLADO MIKLOBUŠEC  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  DARKO PETRIÈIÆ ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  JOSIP FRIŠÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;  , HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZVONKO BAJAN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  EMIL ZORAJ ;Predlagatelji: NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  DARKO DUGA;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  BRANKO STOJKOVIÆ ;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  KREŠIMIR ŠTETIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ  ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO JEFTIMIJA, dr.  ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  ŽELJKO TUPEK ;ZELENA STRANKA - ZS  , Nositelj liste:  LJUBO SUBOTIÆ, prof.;ZELENI ZAJEDNO  , Nositelj liste:  SRÐAN DVORNIK, mag. pol. ;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;95;LUKA;OŠ LUKA-GLAVNI ULAZ;OTONA IVEKOVIÆA 16;1.133;710;710;695;15;0;2;2;5;7;3;3;19;3;5;1;0;126;2;1;0;9;37;27;21;34;15;0;29;0;23;0;0;0;311;0;0;3;6;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;96;LUŽAN;PROSTORIJE MJESNOG ODBORA;AUGUSTA ŠENOE 46;580;348;348;341;7;0;2;1;0;3;2;1;6;0;2;0;3;99;0;0;0;31;14;11;4;14;8;0;24;0;2;0;0;0;111;0;0;0;1;0;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;97;MORAVÈE;VATROGASNI DOM;PRIGORSKA 88;598;322;322;318;4;0;1;0;5;0;4;0;5;0;0;2;0;66;0;1;0;25;11;5;4;17;1;0;54;0;1;0;0;0;106;0;1;0;7;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;98;NOVI JELKOVEC;"DJEÈJI VRTIÆ ""EN-TEN-TINI""";144. BRIGADE HRVATSKE VOJSKE 8;1.724;1.151;1.151;1.133;18;0;3;5;1;10;6;5;30;1;3;0;3;169;3;0;0;9;37;27;35;60;18;1;292;0;15;0;0;1;368;3;1;12;8;2;5;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;99;NOVI JELKOVEC;"DJEÈJI VRTIÆ ""EN-TEN-TINI""";144. BRIGADE HRVATSKE VOJSKE 8;1.499;1.072;1.070;1.047;23;0;0;2;9;5;11;3;42;0;5;3;0;152;0;1;1;10;46;32;36;82;22;1;170;0;20;0;1;0;377;1;6;2;6;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;100;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1.164;682;682;676;6;1;4;2;6;9;4;1;21;1;1;1;2;166;4;0;0;12;37;34;19;54;16;0;43;0;9;1;2;3;198;2;3;0;18;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;101;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;874;594;594;587;7;1;2;2;9;5;0;4;23;0;0;1;8;158;1;1;0;6;26;13;23;36;11;0;23;0;10;1;0;0;208;1;0;1;10;1;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;102;NOVO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;981;670;670;665;5;0;0;3;7;10;5;2;18;3;0;0;0;134;2;0;1;12;43;28;22;47;17;1;38;0;20;0;2;1;222;5;1;4;13;2;2;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;103;PARUŽEVINA;PROSTORIJE MJESNOG ODBORA;PARUŽEVINSKA CESTA 34;548;322;322;319;3;0;0;0;2;1;1;0;12;1;1;0;0;49;0;0;2;21;14;14;8;20;4;1;24;0;7;0;0;1;135;0;1;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;104;PLANINA DONJA;VATROGASNI DOM;ULICA 9. MAJA 1;533;277;277;273;4;0;1;1;1;2;1;1;2;0;1;1;2;46;0;0;0;5;5;3;3;19;1;0;22;0;3;0;1;1;145;0;0;0;5;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;105;PLANINA GORNJA;PROSTORIJE MJESNOG ODBORA;SESVETSKA 19;223;141;141;141;0;1;0;0;1;1;0;0;1;0;0;0;0;9;1;0;0;1;8;3;0;4;0;0;16;1;0;0;0;3;91;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;106;POPOVEC;PROSTORIJE MJESNOG ODBORA;STROSSMAYEROV TRG 1;858;515;515;508;7;0;4;1;5;2;3;0;23;0;0;0;1;95;0;0;0;9;23;16;12;29;4;0;48;0;5;0;0;0;211;2;0;1;12;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;107;PREKVRŠJE;PODRUÈNA ŠKOLA PREKVRŠJE;PRIGORSKA 69A;668;415;403;398;5;0;2;4;2;4;2;1;13;2;1;0;0;56;0;0;0;27;15;10;3;14;6;1;32;0;5;0;0;1;192;0;0;1;1;2;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;108;PREPUŠTOVEC;PROSTORIJE MJESNOG ODBORA;GLAVNA 2;280;183;183;177;6;0;0;2;1;2;4;1;4;0;2;0;0;22;0;0;0;12;13;2;0;9;0;0;19;0;1;0;0;0;63;1;0;0;18;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;109;SESVETSKA SELA;PROSTORIJE MJESNOG ODBORA;GLAVNA 74;1.430;791;791;777;14;0;1;2;4;3;3;2;23;0;2;0;1;261;3;0;1;15;36;36;48;40;18;0;38;1;4;0;0;2;219;0;3;2;7;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;110;SESVETSKA SELA;PROSTORIJE MJESNOG ODBORA;GLAVNA 74;1.410;753;743;731;12;1;0;2;2;6;4;2;39;0;2;3;0;223;5;0;1;18;29;31;40;42;13;0;50;0;12;0;0;1;188;0;4;4;8;0;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;111;SESVETSKA SELA;PROSTORIJE MJESNOG ODBORA;GLAVNA 74;1.254;723;723;714;9;0;0;0;3;15;2;2;24;5;2;0;1;167;4;0;0;9;18;25;30;50;15;0;46;0;8;0;1;0;280;0;2;4;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;112;SESVETSKA SELNICA;PROSTORIJE MJESNOG ODBORA;SELNIÈKA 69;2.046;1.045;1.045;1.031;14;1;2;1;7;3;5;2;40;4;2;1;0;278;7;0;2;18;29;20;32;38;57;0;162;0;13;0;0;2;282;0;0;4;18;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;113;SESVETSKA SOPNICA;OSNOVNA ŠKOLA SESV.SOPNICA;SOPNIÈKA 69;1.291;735;701;682;19;0;0;0;6;2;2;1;30;0;0;0;3;129;3;0;0;28;40;25;22;28;20;1;52;0;5;0;2;1;263;2;0;2;13;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;114;SESVETSKA SOPNICA;OSNOVNA ŠKOLA SESV.SOPNICA;SOPNIÈKA 69;1.484;857;857;837;20;1;5;3;5;5;5;6;26;0;2;0;0;135;6;0;0;15;70;27;27;46;28;1;93;0;7;0;0;1;284;3;1;5;24;3;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;115;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA 10;1.813;875;875;861;14;1;1;3;6;9;1;0;23;1;4;0;1;298;7;0;0;14;46;34;31;31;30;1;73;0;13;0;2;2;213;2;7;2;3;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;116;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA 10;2.040;1.073;1.073;1.066;7;0;0;6;6;4;2;1;41;0;2;0;1;281;11;0;0;27;47;36;48;64;41;1;56;0;16;0;1;1;363;0;2;1;6;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;117;SESVETSKI KRALJEVEC;OŠ SESVETSKI KRALJEVEC;ŠKOLSKA 10;1.753;1.008;1.008;996;12;0;2;3;3;11;3;1;29;1;5;3;3;251;1;0;0;7;42;46;29;54;14;1;57;0;23;0;2;4;379;2;1;3;11;1;4;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;118;SOBLINEC;PROSTORIJE MJESNOG ODBORA;SOBLINEÈKA 66;944;532;532;522;10;1;2;1;3;4;0;3;19;1;1;0;0;101;0;1;0;8;23;20;15;25;6;0;56;1;14;0;1;0;204;1;0;1;7;0;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;119;STARO BRESTJE;OŠ LUKA-SESVETE;OTONA IVEKOVIÆA 16;1.910;1.166;1.166;1.151;15;1;2;6;2;4;5;2;57;1;3;2;0;218;4;1;1;10;75;58;51;86;32;0;59;0;29;0;1;1;409;0;4;2;19;3;3;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;120;STARO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;1.641;914;912;903;9;1;5;1;6;4;5;4;32;2;1;0;1;224;9;2;0;18;42;47;33;45;16;1;79;0;10;2;1;3;261;2;0;2;43;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;121;STARO BRESTJE;OŠ BRESTJE;ULICA POTOÈNICA 8;2.008;1.236;1.236;1.225;11;0;1;4;6;19;1;1;48;2;4;2;1;275;4;1;1;23;97;42;56;76;29;0;60;1;18;0;1;0;413;3;4;7;24;1;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;122;ŠAŠINOVEC-ŠIJA VRH;PROSTORIJE VATROGASNOG DOMA ŠAŠINOVEC;IVANA GRANÐE 75;508;307;307;298;9;2;0;1;2;2;2;1;10;0;1;1;2;46;0;0;0;7;11;19;10;25;1;0;28;0;0;0;0;1;119;1;0;0;4;1;1;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;123;ŠIMUNÈEVEC;PROSTORIJE MJESNOG ODBORA;ŠIMUNÈEVEÈKA 12B;250;149;149;148;1;0;1;1;1;0;0;0;5;0;0;0;0;22;1;1;0;7;5;3;2;7;2;0;19;0;2;0;0;0;61;1;0;2;5;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;124;VUGROVEC DONJI;PROSTORIJE MJESNOG ODBORA;AUGUSTA ŠENOE 51;1.227;778;778;758;20;0;3;3;7;5;6;2;21;0;3;1;1;123;2;0;0;72;36;30;11;58;25;0;53;2;11;0;0;0;266;0;0;0;15;2;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;125;VUGROVEC GORNJI;PROSTORIJE MJESNOG ODBORA;VUGROVEÈKA 33;314;195;195;191;4;0;0;0;3;0;0;0;3;0;1;0;1;20;0;0;0;32;17;5;5;6;2;0;10;0;4;0;0;1;75;1;0;1;4;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;126;VURNOVEC;PROSTORIJE MJESNOG ODBORA;VURNOVEÈKA 11;211;137;137;134;3;1;1;0;1;0;3;0;3;0;0;0;0;29;0;0;0;2;7;3;2;10;0;0;10;0;2;0;0;1;54;1;0;0;4;0;0;;;;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;127;ŽERJAVINEC;PROSTORIJE MJESNOG ODBORA;LJUDEVITA GAJA 27;470;307;307;302;5;0;0;2;2;2;3;3;10;0;0;0;0;48;0;0;0;11;10;8;6;9;1;0;47;0;2;0;0;0;137;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEDENICA;1;BEDENICA;DRUŠTVENI DOM;BEDENICA 112;424;251;251;246;5;0;1;0;2;0;2;1;4;0;1;0;0;70;0;0;0;8;10;3;3;12;2;0;2;0;1;0;0;1;117;3;1;0;2;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEDENICA;2;BELOSLAVEC;VATROGASNI DOM;BELOSLAVEC BB;223;143;143;141;2;0;0;2;2;2;2;2;1;0;2;0;0;27;0;0;0;10;8;2;1;16;0;0;0;0;1;2;0;0;59;0;0;0;0;0;2;;;;;;;;;
II. IZBORNA JEDINICA;BEDENICA;3;TURKOVÈINA;VATROGASNI DOM;TURKOVÈINA BB;281;193;193;191;2;0;0;0;2;0;2;0;10;0;1;1;0;71;1;0;0;11;6;0;0;8;1;0;2;0;2;0;0;1;70;1;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;BEDENICA;4;BOSNA;VATROGASNI DOM;BOSNA BB;87;62;62;62;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;1;2;2;2;1;0;0;3;0;0;0;0;0;35;1;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEDENICA;5;OMAMNO;VATROGASNI DOM;OMAMNO BB;165;91;91;89;2;1;0;0;3;0;0;0;2;0;0;1;0;14;2;0;0;10;5;1;1;6;0;0;2;0;0;0;0;0;40;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;1;BEREK;MJESNI DOM BEREK;BEREK BB;390;230;230;228;2;1;0;1;0;0;1;0;3;1;0;1;0;96;0;0;0;20;11;8;0;7;3;1;1;0;1;0;0;2;70;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;2;POTOK;MJESNI DOM POTOK;POTOK BB;48;33;33;32;1;0;0;0;0;0;0;1;2;0;0;0;0;10;0;0;0;3;2;1;0;2;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;3;RUŠKOVAC;MJESNI DOM RUŠKOVAC;RUŠKOVAC BB;83;61;61;61;0;0;0;0;2;0;2;0;2;0;0;0;0;21;0;0;0;12;4;2;0;7;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;4;ŠIMLJANICA;MJESNI DOM ŠIMLJANICA;ŠIMLJANICA BB;101;55;55;55;0;0;1;0;0;0;1;0;1;0;1;0;0;14;0;0;0;4;0;1;1;1;0;0;0;0;0;1;0;0;29;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;5;ŠIMLJANA;MJESNI DOM ŠIMLJANA;ŠIMLJANA BB;93;56;56;54;2;0;0;0;1;0;1;1;0;0;0;0;0;17;1;0;0;3;3;1;0;7;0;0;2;0;0;0;0;0;17;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;6;PODGARIÆ;MJESNI DOM PODGARIÆ;PODGARIÆ BB;42;34;34;34;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;7;NOVO SELO;MJESNI DOM NOVO SELO GAREŠNIÈKO;NOVO SELO GAREŠNIÈKO BB;52;29;29;29;0;0;0;0;2;0;1;0;3;0;0;0;0;16;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;8;GORNJA GAREŠNICA;MJESNI DOM GORNJA GAREŠNICA;GORNJA GAREŠNICA BB;136;74;74;71;3;0;0;1;1;0;0;1;5;0;0;0;0;24;0;0;0;5;7;3;5;3;0;0;0;0;1;0;0;0;15;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;9;ŠIMLJANIK;MJESNI DOM ŠIMLJANIK;ŠIMLJANIK BB;32;17;17;17;0;0;0;0;0;0;2;0;1;0;0;0;1;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;10;KOSTANJEVAC;MJESNI DOM KOSTANJEVAC;KOSTANJEVAC BB;125;59;59;58;1;0;1;0;0;0;1;0;1;0;0;0;1;19;0;0;0;9;1;0;0;2;0;0;0;0;0;0;0;0;22;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;11;BEGOVAÈA;MJESNI DOM BEGOVAÈA;BEGOVAÈA BB;28;24;24;23;1;0;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;8;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;12;OŠTRI ZID;MJESNI DOM OŠTRI ZID;OŠTRI ZID BB;96;61;61;61;0;0;0;0;1;0;2;1;1;0;0;0;0;16;0;0;0;4;2;3;2;1;1;0;1;0;0;0;0;0;26;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BEREK;13;KRIVAJA;MJESNI DOM KRIVAJA;KRIVAJA BB;51;39;39;39;0;1;0;0;1;0;0;0;2;0;0;0;0;14;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;16;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;1;BRCKOVLJANI;"DOM KULTURE ""AUGUST CESAREC""";STJEPANA RADIÆA 80;1.488;770;769;759;10;0;1;1;8;3;1;4;32;1;3;0;5;235;5;1;0;18;43;25;16;51;10;1;22;0;11;0;0;1;252;1;1;2;4;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;2;BOŽJAKOVINA;"DOM KULTURE ""AUGUST CESAREC""";S. RADIÆA 80;218;113;113;112;1;0;0;0;3;1;1;1;4;1;0;2;0;23;0;0;0;4;10;2;2;9;0;0;3;0;0;0;0;0;44;1;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;3;HREBINEC;DRUŠTVENI DOM;HREBINEÈKA 81, HREBINEC;228;132;130;128;2;0;1;1;2;2;0;0;3;0;1;0;1;11;0;0;0;14;6;4;2;12;1;1;8;0;0;0;0;0;51;1;0;0;4;0;2;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;4;GRAÈEC;DRUŠTVENI DOM;ZAGREBAÈKA 26, GRAÈEC;1.005;566;566;554;12;1;3;1;8;4;1;1;16;0;4;1;0;150;2;0;1;20;30;14;7;28;11;1;20;0;12;0;0;0;211;1;0;0;6;0;0;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;5;ŠTAKOROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 33;617;348;343;331;12;0;1;4;5;1;1;1;14;0;2;0;0;47;1;0;0;21;5;13;6;29;1;0;22;0;0;1;0;1;150;1;0;1;2;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;6;PRIKRAJ;"DJEÈJI VRTIÆ ""DIDI""";S. RADIÆA 42, PRIKRAJ;590;316;314;309;5;0;0;1;1;2;3;1;4;0;2;0;1;82;0;1;0;15;5;11;3;9;5;0;24;0;1;0;0;1;131;1;1;0;1;1;2;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;7;GORNJA GREDA;DRUŠTVENI DOM;ZAGREBAÈKA 69, G. GREDA;578;310;310;301;9;0;2;2;7;0;3;1;12;0;2;0;0;98;3;0;0;15;12;4;2;4;5;0;15;0;6;0;1;0;105;0;0;0;1;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;8;LUPOGLAV;DRUŠTVENI DOM;I. HORVATIÆA 91, LUPOGLAV;961;474;474;470;4;2;2;5;9;1;8;1;18;3;2;3;1;133;4;0;0;37;21;16;11;27;14;1;18;0;0;0;2;0;124;1;0;2;3;0;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;9;PREÈEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 52, PREÈEC;173;104;104;104;0;0;1;0;2;0;2;0;7;0;0;2;1;18;0;0;0;5;8;1;0;4;2;0;1;0;3;0;0;1;44;0;0;0;0;1;1;;;;;;;;;
II. IZBORNA JEDINICA;BRCKOVLJANI;10;TEDROVEC;DRUŠTVENI DOM;ZAGREBAÈKA ULICA 47;91;46;46;45;1;0;0;0;0;2;0;0;0;0;0;0;0;16;1;0;0;1;0;0;1;0;0;0;4;0;1;0;0;0;18;0;0;0;0;0;1;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;1;GORNJI DEŽANOVAC;VATROGASNI DOM;GORNJI DEŽANOVAC BB;298;168;168;164;4;0;1;0;3;1;0;1;0;0;0;0;0;102;0;0;0;8;5;2;2;5;0;0;1;0;0;0;0;0;33;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;2;DONJI DEŽANOVAC;DRUŠTVENI DOM;DONJI DEŽANOVAC BB;472;267;267;261;6;0;0;0;2;2;5;0;3;0;1;0;4;76;0;0;0;23;8;6;1;7;0;0;2;0;0;0;0;0;117;1;1;0;0;2;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;3;IVANOVO POLJE;VATROGASNI DOM;IVANOVO POLJE BB;170;116;116;116;0;0;0;0;1;0;0;0;0;0;0;1;0;51;0;1;0;38;0;5;1;0;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;4;KREŠTELOVAC;DOM KULTURE;KREŠTELOVAC BB;100;60;60;59;1;0;0;1;0;0;1;0;3;0;1;0;2;14;0;0;0;5;1;0;0;1;3;0;1;0;0;0;0;0;25;0;0;0;0;1;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;5;SOKOLOVAC;VATROGASNI DOM;SOKOLOVAC BB;221;122;122;121;1;0;0;0;2;0;2;0;1;0;1;1;3;30;1;0;0;22;1;4;0;5;7;0;3;0;0;0;0;0;37;0;0;0;1;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;6;BLAGORODOVAC;DOM KULTURE;BLAGORODOVAC BB;218;131;131;130;1;1;1;0;2;0;1;0;0;0;0;0;0;46;0;0;0;31;0;2;0;1;0;0;1;0;0;0;0;0;41;1;0;0;0;1;1;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;7;GOVEÐE POLJE;VATROGASNI DOM;GOVEÐE POLJE BB;72;59;59;58;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;46;4;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;8;TROJEGLAVA;DOM KULTURE;TROJEGLAVA BB;171;97;97;94;3;0;0;1;2;1;1;0;1;0;0;0;0;25;0;0;0;13;2;3;0;3;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;9;GORNJI SREÐANI;VATROGASNI DOM;GORNJI SREÐANI BB;188;121;121;116;5;0;0;0;1;1;0;0;1;1;0;0;1;48;0;0;0;32;3;0;0;1;0;0;0;0;0;1;0;0;25;1;0;0;0;0;0;;;;;;;;;
II. IZBORNA JEDINICA;DEŽANOVAC;10;DONJI SREÐANI;ÈEŠKI DOM;DONJI SREÐANI BB;104;42;42;39;3;0;1;0;0;1;0;0;1;0;0;0;0;7;0;0;0;10;0;0;0;4;1;0;0;0;0;0;0;0;14;0;0;0;0;0;0;;;;;;;;;
