Izborna jedinica;Grad / Opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN VUJANIÆ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  MARIJAN FERIÆ ;AKCIJA MLADIH - AM  , Nositelj liste:  BOJAN KURELIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU , LISTA ZA RIJEKU - LISTA-RI  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  NATKO KOVAÈEVIÆ, dr.med.vet.;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  NATAŠA SRDOÈ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  mr.sc. BOŽIDAR PANKRETIÆ  ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  JELENA ÆORIÆ MUDROVÈIÆ  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  IGOR GALOVIÆ;NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  MILORAD MRVOŠ, prof.   ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing.  ;ZELENA LISTA  , Nositelj liste:  DARKO MRZLEÈKI ;ZELENI ZAJEDNO  , Nositelj liste:  MARIJA PERUŠIÆ, struè.spec.oec.  ;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;25;MALA JAZBINA;U KUÆI JAZBINSKI JURE;MALA JAZBINA 20/1;401;269;269;263;6;1;2;1;5;0;1;8;1;52;0;1;46;17;9;4;7;1;0;5;4;3;93;0;1;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;26;MALA RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;613;439;439;433;6;0;2;3;1;0;0;6;1;66;0;1;71;29;14;11;33;6;0;7;10;1;166;0;0;0;2;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;27;MANJA VAS, KOTARI, BUKOVJE PODVRŠKO, PREKRIŽJE PLEŠIVIÈKO;OSNOVNA ŠKOLA U MANJOJ VASI, MANJA VAS;MANJA VAS;184;121;121;114;7;0;0;0;0;3;0;7;2;34;0;0;22;2;3;4;2;1;0;4;0;0;30;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;28;MOLVICE;PROSTORIJE MJESNOG ODBORA MOLVICE;MOLVICE;553;348;348;339;9;0;1;1;0;2;0;2;4;56;0;0;99;17;7;5;17;4;0;4;4;3;109;0;0;1;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;29;NORŠIÆ SELO;OSNOVNA ŠKOLA U NORŠIÆ SELU;NORŠIÆ SELO;113;60;60;60;0;0;0;0;1;0;0;3;0;27;0;0;14;0;0;3;0;1;0;0;0;0;11;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;30;NORŠIÆ SELO;VATROGASNI DOM JARUŠJE;JARUŠJE;88;58;58;58;0;0;0;1;0;0;0;0;0;4;0;2;19;0;0;1;2;0;0;0;1;0;27;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;31;OTRUŠEVEC;DRUŠTVENI DOM OTRUŠEVEC;OTRUŠEVEC;259;159;159;154;5;0;1;1;0;1;0;10;2;17;0;0;36;3;3;6;5;0;0;2;2;3;58;2;0;1;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;32;PAVUÈNJAK;VATROGASNI DOM PAVUÈNJAK;PAVUÈNJAK;511;297;297;291;6;1;0;5;0;5;1;4;1;63;0;0;43;9;7;12;15;3;3;4;3;2;106;2;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;33;PETKOV BREG;VATROGASNI DOM PETKOV BREG;PETKOV BREG;232;156;156;147;9;1;0;3;2;0;0;6;2;34;0;0;27;4;2;3;11;0;0;3;5;0;41;1;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;34;PODVRH;VATROGASNI DOM PODVRH;PODVRH;443;303;303;301;2;0;2;3;1;7;0;9;2;36;0;0;56;18;3;3;19;10;0;6;3;3;114;0;0;3;3;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;35;PODVRH;U VATROGASNOM DOMU PODVR;PODVRH;199;140;140;140;0;0;1;1;1;3;1;9;1;7;0;0;18;6;4;11;10;5;0;1;3;1;55;0;0;0;2;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;36;RAKOV POTOK;DRUŠTVENI DOM RAKOV POTOK;RAKOV POTOK,KARLOVAÈKA 118;934;580;580;575;5;1;0;3;3;2;1;15;2;92;0;0;49;7;13;26;41;4;0;9;7;3;292;0;0;1;2;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;37;RUDE;U OSNOVNOJ ŠKOLI U  RUDAMA;RUDE                           93;532;360;360;348;12;0;0;1;2;0;2;14;4;69;0;0;60;11;10;4;27;1;0;8;7;0;122;0;0;2;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;38;RUDE;U OSNOVNOJ ŠKOLI U RUDAMA;RUDE 93;470;298;298;282;16;0;1;3;2;1;1;11;3;51;0;0;52;12;11;7;13;2;1;4;5;1;93;0;0;3;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;39;FERDO LIVADIÆ-SAMOBOR;PROSTORIJE HVIDRE SAMOBOR;TRG MATICE HRVATSKE 5, SAMOBOR;682;493;480;475;5;0;2;1;1;0;0;23;1;74;1;0;50;28;14;7;34;6;0;3;6;1;212;2;5;2;0;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;40;FERDO LIVADIÆ-SAMOBOR;U PROSTORIJAMA MJESNOG ODBORA FERDO LIVADIÆ;TRG KRALJA TOMISLAVA 12;832;587;587;580;7;0;0;0;3;4;0;28;4;60;1;0;49;36;11;18;46;8;1;6;6;3;285;1;0;7;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;41;FERDO LIVADIÆ-SAMOBOR;U PROSTORIJAMA UDRUGE ZLATNA ŠAJBA-SAMOBOR;PERKOVÈEVA 18, SAMOBOR;549;388;388;381;7;0;0;2;0;3;1;21;1;45;0;1;30;28;4;4;28;1;0;2;14;1;188;0;0;4;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;42;FERDO LIVADIÆ-SAMOBOR;U POSLOVNOM PROSTORU TRGOVAÈKOG DRUŠTVA IZBOR D.O.O.;SAMOBOR,GORNJI KRAJ 11;588;393;393;387;6;0;1;0;2;3;1;7;0;41;2;0;54;16;11;10;48;5;0;5;9;0;164;1;1;0;2;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;43;FERDO LIVADIÆ-SAMOBOR;U KUÆI JOSIPA BIŠÆANA;GRADIŠÆE 29;36;30;30;30;0;0;0;1;0;2;0;0;0;8;0;0;8;0;0;1;2;0;0;2;0;1;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;44;FRANJO BUÈAR-SAMOBOR;SREDNJA STRUKOVNA ŠKOLA SAMOBOR;HEBRANGOVA 26, SAMOBOR;771;562;562;553;9;0;0;1;1;2;0;30;3;100;0;0;50;29;16;12;34;1;0;6;8;5;243;3;0;3;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;45;FRANJO BUÈAR-SAMOBOR;U PROSTORIJAMA TENIS KLUBA SAMOBOR;JOSIPA JELAÈIÆA 30, SAMOBOR;1.108;779;779;762;17;0;1;2;2;5;2;24;5;90;2;2;69;59;20;28;50;6;0;8;12;3;358;6;0;2;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;46;LJUDEVIT ŠMIDHEN-SAMOBOR;U KUÆI ZDENKA GOLUBIÆA SAMOBOR;A.STARÈEVIÆA 1 SAMOBOR;546;356;356;350;6;0;2;2;1;6;0;17;2;39;0;0;13;29;7;11;27;4;0;5;6;2;174;0;0;0;3;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;47;LJUDEVIT ŠMIDHEN-SAMOBOR;U KUÆI ZDENKA GOLUBIÆA SAMOBOR;A.STARÈEVIÆA 1 SAMOBOR;979;627;604;594;10;0;2;4;3;5;0;16;1;94;0;0;17;33;17;17;34;21;1;10;7;7;295;0;0;1;3;6;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;48;BOGUMIL TONI-SAMOBOR;U OSNOVNOJ ŠKOLI BOGUMIL TONI;PERKOVÈEVA 90 ,SAMOBOR;853;599;599;590;9;0;1;4;2;1;0;15;4;53;0;0;52;25;8;9;49;6;0;12;17;2;322;2;0;1;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;49;BOGUMIL TONI-SAMOBOR;U OSNOVNOJ ŠKOLI BOGUMIL TONI;PERKOVÈEVA 90, SAMOBOR;1.218;853;853;837;16;1;1;3;8;5;1;19;3;102;0;0;83;28;13;19;68;9;0;10;29;2;424;3;0;2;4;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;50;BOGUMIL TONI-SAMOBOR;U PROSTORIJAMA ŠUMARIJE;ŽUMBERAÈKA 7, SAMOBOR;1.151;843;843;825;18;0;4;8;3;12;0;23;4;103;2;0;68;30;15;12;55;6;0;12;25;3;431;1;0;2;3;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;51;MILAN LANG-SAMOBOR;U PROSTORIJAMA STAROG ŠKOLSKOG CENTRA;MILANA LANGA 35 ,SAMOBOR;1.318;953;926;911;15;0;3;1;6;5;0;51;4;104;0;0;78;41;9;21;58;9;0;6;11;8;488;2;0;3;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;52;MILAN LANG-SAMOBOR;U OSNOVNOJ ŠKOLI BOGUMIL TONI;PERKOVÈEVA 90 ,SAMOBOR;1.287;902;902;889;13;0;1;4;2;2;2;23;2;103;0;1;95;54;21;20;49;7;0;12;21;8;450;2;0;3;6;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;53;KARDINAL F.KUHARIÆ-SMB.;PROSTORIJE T.D.CHROMOS D.D.;ZAGREBAÈKA 30, SAMOBOR;1.474;954;954;931;23;0;1;3;3;8;1;42;8;140;2;0;108;42;25;17;60;14;0;9;26;7;404;2;1;2;2;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;54;KARDINAL FRANJO KUHARIÆ- SAMOBOR;U PROSTORIJAMA TRGOV.DRUŠTVA KLIMAOPREMA D.D.;KRALJA KREŠIMIRA IV BB ,SAMOBOR;1.112;698;689;673;16;0;3;2;1;7;1;26;3;122;2;1;65;39;17;14;44;11;1;10;16;3;278;3;0;0;1;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;55;SAMOBORSKI OTOK;DRUŠTVENI DOM SAMOBORSKI OTOK, SAMOBORSKI OTOK;TRG SVETOG NIKOLE 3;521;322;322;317;5;1;3;3;5;9;0;6;2;39;3;1;77;11;2;10;5;1;0;4;3;3;125;1;1;1;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;56;SLANI DOL;U ZGRADI PARKA PRIRODE ŽUMBERAK (PROSTORIJA MJESNOG ODBORA);SLANI DOL                      1;173;122;122;120;2;1;0;0;0;0;1;6;0;25;0;0;18;8;6;0;8;0;0;3;0;1;42;0;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;57;SLANI DOL;U KUÆI ANÐELE PRIŠLIN;VRATNIK 19,VRATNIK SAMOBORSKI;82;71;71;69;2;0;1;0;0;3;0;2;1;1;0;0;45;1;2;0;1;0;0;1;0;2;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;58;SLANI DOL;U KUÆI KREŠE BIŠÆANA;DRAGANJE SELO 38;63;40;40;40;0;0;1;0;0;0;0;1;0;12;0;0;17;0;1;1;0;0;1;0;0;1;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;59;SMEROVIŠÆE;OSNOVNA ŠKOLA U SMEROVIŠÆU;SMEROVIŠÆE 0;243;163;163;156;7;0;2;1;2;2;0;1;0;18;0;0;46;4;1;0;17;0;0;5;0;1;53;0;0;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;60;SVETI MARTIN;OSNOVNA ŠKOLA SVETI MARTIN POD OKIÆEM;MARTIN POD OKIÆEM 0;290;180;180;177;3;0;0;1;3;0;1;4;0;40;0;0;20;8;2;5;13;1;0;2;5;0;68;0;1;2;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;61;SVETI MARTIN;U KUÆI STJEPANA MAKARUNA;PODGRAÐE PODOKIÆKO 40;168;93;93;91;2;1;0;1;0;0;0;3;1;16;0;0;16;3;0;2;3;1;0;2;0;2;38;1;0;1;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;62;VELIKA RAKOVICA;U OSNOVNOJ ŠKOLI U MIRNOVCU;MIRNOVEC;403;257;257;251;6;1;0;2;0;5;0;11;2;30;1;0;45;13;5;8;14;4;0;7;3;1;92;0;1;1;4;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;63;VELIKA RAKOVICA;U KUÆI ÐURÐICE ŠEKETA;SLAVA GORA 20;71;40;40;40;0;0;2;0;1;0;0;0;0;3;0;0;11;0;0;0;0;2;0;5;2;0;13;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;64;VELIKI I MALI LIPOVEC;VATROGASNI DOM VELIKI LIPOVEC;VELIKI LIPOVEC 0;78;52;52;52;0;0;0;0;0;1;0;1;0;9;0;0;11;2;0;1;4;0;0;1;0;0;21;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;65;VELIKI I MALI LIPOVEC;DRUŠTVENI DOM MALI LIPOVEC;MALI LIPOVEC 44;111;75;75;72;3;0;0;1;0;0;0;1;0;13;0;0;26;6;0;0;2;0;0;1;0;0;22;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;66;VELIKI I MALI LIPOVEC;KUÆA TOME KATANICE, ŠIPAÈKI BREG;ŠIPAÈKI BREG 17;35;28;28;28;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;0;0;0;1;0;0;7;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;67;VELIKI I MALI LIPOVEC;U KUÆI IVANA LUKŠIÆA;DRAGONOŠ 2;24;14;14;14;0;0;0;1;0;1;0;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;68;VRBOVEC SAMOBORSKI;VATROGASNI DOM;VRBOVEC SAMOBORSKI 79;247;174;174;173;1;0;1;1;3;2;1;2;1;21;0;1;40;10;1;1;16;7;0;5;2;2;55;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;69;VRBOVEC SAMOBORSKI;U DRUŠTVENOM DOMU U MEDSAVAMA;MEDSAVE BB;189;137;137;135;2;0;0;0;1;1;0;1;2;15;0;0;66;2;3;3;2;0;0;2;1;0;36;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;70;VRBOVEC SAMOBORSKI;DRUŠTVENI DOM U SAVRŠÈAKU;SAVRŠÆAK 0;171;110;110;108;2;1;1;1;0;2;0;6;1;10;0;0;44;0;2;5;5;1;0;3;0;3;22;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;71;VRHOVÈAK SAMOBORSKI;DRUŠTVENI DOM VRHOVÈAK;VRHOVÈAK SAMOBORSKI;296;219;219;215;4;1;0;0;1;6;1;10;2;25;0;0;27;8;3;10;19;7;0;3;2;2;82;0;0;0;5;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;72;VRHOVÈAK SAMOBORSKI;U KUÆI RUNTAS STJEPANA;DUBRAVA SAMOBORSKA 34;192;112;112;109;3;0;1;1;1;1;0;2;0;18;0;0;29;3;1;1;1;1;0;1;4;1;40;0;2;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;73;ŽUMBERAK;VATROGASNI DOM GORNJA VAS;GORNJA VAS 0;41;23;23;23;0;0;0;0;0;1;0;1;0;9;0;0;3;1;3;2;1;0;0;0;0;0;2;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;74;ŽUMBERAK;U PROSTORIJAMA EKO-CENTRA BUDINJAK;BUDINJAK 0;72;31;31;27;4;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;1;0;0;0;0;0;18;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;75;ŽUMBERAK;ŠKOLA U NOVOM SELU ŽUMBERAÈKOM;NOVO SELO ŽUMBERAÈKO 0;61;29;29;28;1;0;0;0;1;0;1;0;0;6;0;0;4;0;0;0;4;0;0;0;0;0;10;1;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;76;ŽUMBERAK;U KUÆI PAVKOVIÆ MARKA;PAVKOVIÆI 3;36;12;12;12;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;77;ŽUMBERAK;U KUÆI JELENIÆ DRAGUTINA;JELENIÆI 1;20;9;9;9;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;6;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;78;ŽUMBERAK;U KUÆI LUKŠIÆ IGNJACA;DANE 8;34;15;15;14;1;0;0;0;0;1;0;0;0;3;0;0;1;0;0;0;2;0;0;0;0;1;5;1;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;79;ŽUMBERAK;U KUÆI ANICE ŠIMRAK;STOJDRAGA 18;67;24;24;24;0;0;0;0;1;0;1;0;0;3;0;0;2;1;0;0;3;0;0;1;0;0;11;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SAMOBOR;80;ŽUMBERAK;U KUÆI ŽIVODER IVANA;POKLEK 24;58;27;27;25;2;0;0;0;0;0;1;0;0;9;0;0;4;0;0;0;0;1;1;2;0;4;3;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;1;BIRAÈKO MJESTO BR. 1;KNJIŽNICA I ÈITAONICA SLUNJ;TRG DR. FRANJE TUÐMANA 9;1.193;798;798;778;20;1;1;4;1;49;1;15;6;262;1;1;32;18;34;20;68;5;0;3;13;7;227;3;1;1;3;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;2;BIRAÈKO MJESTO BR. 2;OSNOVNA ŠKOLA SLUNJ;SPORTSKA DVORANA, ŠKOLSKA 17;518;332;332;330;2;0;0;1;2;24;0;11;3;111;0;2;23;8;11;7;23;1;0;3;2;1;93;0;0;1;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;3;BIRAÈKO MJESTO BR. 3;MJESNI DOM U TABORIŠTU;DONJE TABORIŠTE 149 A;493;315;315;311;4;0;1;4;1;39;0;4;2;97;1;1;17;28;7;10;12;1;0;3;4;2;73;0;1;0;2;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;4;BIRAÈKO MJESTO BR. 4;MJESNI DOM U NIKŠIÆU;DONJI NIKŠIÆ 1 A;393;237;237;233;4;1;0;1;3;22;2;6;0;115;1;0;14;13;4;5;3;0;0;4;1;3;32;0;1;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;5;BIRAÈKO MJESTO BR. 5;OSNOVNA ŠKOLA U BLAGAJU;BLAGAJ 14;88;32;32;31;1;0;0;1;0;2;0;0;0;23;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;6;BIRAÈKO MJESTO BR. 6;VATROGASNI DOM CVITOVIÆ;CVITOVIÆ 100;469;242;242;239;3;0;1;1;2;18;0;5;1;95;0;3;35;5;6;1;7;0;0;3;0;0;53;0;0;0;1;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;7;BIRAÈKO MJESTO BR. 7;OSNOVNA ŠKOLA KREMEN;KREMEN BB;459;209;209;204;5;0;1;1;3;21;0;0;1;107;1;0;10;7;4;5;10;2;0;0;1;1;27;0;1;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;8;BIRAÈKO MJESTO BR. 8;MJESNI DOM U POPOVCU;POPOVAC 76 C;285;157;157;150;7;0;1;1;1;14;1;7;0;73;0;0;16;2;1;6;6;0;0;1;0;1;19;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;9;BIRAÈKO MJESTO BR. 9;OSNOVNA ŠKOLA LAÐEVAC;DONJI LAÐEVAC BB;529;196;196;193;3;1;0;0;0;12;0;1;1;117;0;1;8;0;11;8;2;0;0;2;0;3;24;0;0;0;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;10;BIRAÈKO MJESTO BR. 10;OSNOVNA ŠKOLA U FURJANU;DONJI FURJAN 41;250;111;111;109;2;1;2;0;1;10;0;2;0;63;0;0;7;0;2;0;0;0;0;0;1;1;18;0;0;0;0;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;11;BIRAÈKO MJESTO BR. 11;OSNOVNA ŠKOLA PRIMIŠLJE;MJESTO PRIMIŠLJE 31 A;108;52;52;51;1;0;0;0;1;0;0;0;0;0;1;1;2;0;0;0;1;0;0;2;0;2;41;0;0;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SLUNJ;12;BIRAÈKO MJESTO BR. 12;AMBULANTA VELJUN;VELJUN BB;145;57;57;56;1;1;0;0;0;2;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;1;41;1;1;0;0;0;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;1;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE, PRUDNJACI 1;1.150;746;746;735;11;1;2;2;5;2;3;50;6;126;0;0;32;29;16;30;72;5;0;17;8;5;316;0;0;1;3;4;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;2;BESTOVJE;DRUŠTVENI DOM BESTOVJE;BESTOVJE, PRUDNJACI 1;923;634;633;619;14;0;0;1;7;2;1;33;2;96;0;0;31;26;26;24;69;11;1;12;13;4;257;0;0;1;1;1;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;3;BREZJE;DRUŠTVENI DOM BREZJE;BREZJE, F. GREDELJA 4;1.221;821;821;806;15;1;2;3;0;8;4;32;3;159;0;0;39;34;28;32;69;22;0;18;12;2;328;4;0;0;4;2;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;4;KERESTINEC KALINOVICA;PODRUÈNA ŠKOLA KERESTINEC;KERESTINEC, MATE LOVRAKA 3;1.248;797;797;776;21;2;2;9;6;1;2;26;3;145;0;1;63;26;30;21;60;3;0;12;8;6;341;1;0;2;3;3;;;;;;;;;;;;;;;;;
VII. IZBORNA JEDINICA;SVETA NEDELJA;5;KERESTINEC KALINOVICA ŽITARKA;PODRUÈNA ŠKOLA KERESTINEC;KERESTINEC, MATE LOVRAKA 3;567;337;337;329;8;0;2;0;2;4;0;13;3;50;2;0;18;12;8;25;18;0;1;10;2;2;153;1;0;0;3;0;;;;;;;;;;;;;;;;;
