Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  IVAN CVETKOVIÆ, dr.vet.med.;AKCIJA MLADIH - AM  , Nositelj liste:  MARIO ALEMPIJEVIÆ  ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  EMIL-FRANJO MARKANOVIÆ, dr.med.;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MARIJAN VIDOVIÆ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR ;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  DAVOR VLAOVIÆ, dipl.ing. ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  MIRKO DUSPARA ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  KREŠIMIR LANDEKA ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  JOSIP GRUBIŠIÆ ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  TOMISLAV POKROVAC;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  VLADO BUŠIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad. ;ZELENA LISTA  , Nositelj liste:  DARKO STOŠIÆ ;ZELENA STRANKA - ZS  ,   Nositelj liste:  mr.sc. ALJOŠA BABIÆ ;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;4;KARADŽIÆEVO;OSNOVNA ŠKOLA KARADŽIÆEVO;V.S.KARADŽIÆA BB;32;6;6;6;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;5;OSTROVO;DOM KULTURE;MATIJE I LJUBINKA 3;153;65;65;62;3;1;0;1;0;1;0;0;12;0;1;0;1;1;0;0;0;0;1;37;6;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;MARKUŠICA;6;PODRINJE;PROSTORIJE MJESNOG ODBORA;GLAVNA BB;70;59;59;59;0;0;0;0;0;1;0;1;0;9;0;0;0;0;2;0;0;0;0;45;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NEGOSLAVCI;1;NEGOSLAVCI;OPÆINA NEGOSLAVCI;VUKOVARSKA 7;103;56;56;48;8;0;1;0;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;1;NIJEMCI;OSNOVNA ŠKOLA NIJEMCI;ZRINSKA 8;1.587;860;860;843;17;0;3;3;1;5;5;3;282;5;29;27;11;77;105;16;2;2;5;256;0;4;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;2;ÐELETOVCI;OSNOVNA ŠKOLA ÐELETOVCI;BANA JELAÈIÆA 6;541;340;340;328;12;1;1;0;3;5;1;2;131;0;5;9;5;71;44;5;2;1;1;37;1;2;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;3;DONJE NOVO SELO;OSNOVNA ŠKOLA D.N.SELO;M.A.RELJKOVIÆA 83;451;292;292;278;14;1;2;0;0;2;2;2;124;2;12;7;3;8;58;2;0;1;1;48;1;0;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;4;PODGRAÐE;OSNOVNA ŠKOLA PODGRAÐE;ŠKOLSKA 2;374;216;216;213;3;1;1;1;0;2;0;1;104;0;3;9;1;17;38;0;1;0;0;33;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;5;APŠEVCI;OSNOVNA ŠKOLA APŠEVCI;KRALJA TOMISLAVA 58;295;171;171;167;4;0;2;1;0;2;0;1;71;0;1;5;1;5;64;1;0;0;1;10;0;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;6;LIPOVAC;OSNOVNA ŠKOLA LIPOVAC;CVJETNO NASELJE 8;997;493;493;491;2;1;2;0;0;0;2;6;196;2;7;36;3;80;53;1;1;1;1;95;0;1;0;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;7;VINKOVAÈKI BANOVCI;OSNOVNA ŠKOLA V.BANOVCI;M.TITA BB;112;67;67;66;1;0;0;2;1;2;1;0;6;1;1;0;2;2;1;1;0;0;0;46;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NIJEMCI;8;BANOVCI;OSNOVNA ŠKOLA BANOVCI;M.TITA BB;180;53;48;39;9;0;0;1;0;1;0;3;2;0;0;0;0;1;0;1;0;1;2;25;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;1;MAGIÆ MALA;OSNOVNA ŠKOLA U MAGIÆ MALOJ;MAGIÆ MALA;343;212;212;211;1;0;0;2;0;0;0;1;63;2;16;1;12;17;35;0;0;0;1;58;1;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;2;SEOCE;OŠ SEOCE;SEOCE;265;182;182;178;4;2;1;2;1;1;1;0;48;1;13;3;17;1;27;4;2;1;0;51;0;0;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;3;SIÈE;OŠ U  SIÈAMA;SIÈE;281;155;155;154;1;0;0;2;1;2;0;2;42;1;14;1;5;0;27;6;0;2;1;48;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;4;DONJI LIPOVAC;OSNOVNA ŠKOLA U DONJEM LIPOVCU;DONJI LIPOVAC;214;134;134;134;0;0;0;3;0;1;0;0;43;0;29;1;10;4;17;0;0;1;3;22;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;5;SREDNJI LIPOVAC;OSNOVNA ŠKOLA U SREDNJEM LIPOVCU;SREDNJI LIPOVAC;278;174;174;171;3;0;2;0;3;4;0;0;83;1;25;1;8;7;13;1;0;1;0;21;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;6;GORNJI LIPOVAC;MJESNI DOM GORNJI LIPOVAC;GORNJI LIPOVAC;86;57;57;57;0;0;0;3;2;0;3;0;13;1;3;3;7;0;5;3;0;0;1;12;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;7;STARA KAPELA;PRIVATNA KUÆA ANTUNA TUCIÆA;STARA KAPELA 5;18;17;17;16;1;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;8;PAVLOVCI;OSNOVNA ŠKOLA PAVLOVCI;PAVLOVCI;42;38;38;38;0;0;0;0;0;0;1;0;13;0;18;0;1;1;0;0;0;0;0;4;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;9;BILI BRIG;OŠ BILI BRIG;BILI BRIG;270;146;146;142;4;0;1;0;1;4;1;0;47;0;18;8;12;1;18;1;0;0;0;28;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;10;NOVA KAPELA;VATROGASNI DOM NOVA KAPELA;NOVA KAPELA;382;252;245;237;8;1;1;0;0;3;0;1;42;1;11;4;29;2;43;5;2;0;1;90;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;11;NOVA KAPELA;"DJEÈJI VRTIÆ ""ZVONÈIÆI""";NOVA KAPELA;432;260;260;258;2;0;1;2;0;1;1;1;89;3;13;6;26;11;40;7;1;1;0;53;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;12;DRAGOVCI;OŠ DRAGOVCI;DRAGOVCI;403;188;188;183;5;1;2;0;1;1;2;2;63;2;10;1;4;0;38;1;1;0;0;52;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;13;BATRINA;MJESNI DOM BATRINA;BATRINA;482;292;292;289;3;0;1;1;0;4;0;0;66;1;8;5;20;11;77;4;1;3;1;82;1;0;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NOVA KAPELA;14;BATRINA;"OŠ ""ANTUN MIHANOVIÆ"" BATRINA";BATRINA;387;241;238;231;7;0;2;0;0;3;0;2;51;0;2;2;41;8;29;7;0;1;1;79;0;1;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NUŠTAR;1;NUŠTAR;DOM KULTURE;KRIŽNOG PUTA 18;1.206;799;798;783;15;1;0;3;1;17;2;3;364;3;19;46;26;46;77;14;4;0;2;151;1;1;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NUŠTAR;2;NUŠTAR;"OŠ ""ZRINSKIH"" NUŠTAR";ZRINSKOG 13;1.168;798;788;776;12;0;1;7;0;18;0;7;270;0;10;49;24;40;68;31;3;6;2;234;0;0;3;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NUŠTAR;3;NUŠTAR;ZGRADA OPÆINE NUŠTAR;TRG DR. FRANJE TUÐMANA 1;745;483;481;474;7;0;1;2;0;12;2;0;216;7;6;17;20;15;61;12;1;4;0;94;0;1;3;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NUŠTAR;4;MARINCI;ZGRADA VIJEÆA MJESNOG ODBORA MARINCI;VLADIMIRA NAZORA 14;452;284;284;280;4;0;0;0;1;5;2;2;102;3;8;11;13;11;34;7;1;0;1;77;1;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;NUŠTAR;5;CERIÆ;ŽUPNA KUÆA;BANA JELAÈIÆA 2;1.253;872;864;833;31;1;5;2;5;16;3;3;404;5;14;26;24;22;97;8;3;3;3;182;3;0;2;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;1;OKUÈANI;NARODNA KNJIŽNICA I ÈITAONICA OKUÈANI;TRG DR.FRANJE TUÐMANA 1;1.263;582;582;568;14;0;1;3;1;11;3;2;288;2;21;11;25;13;25;2;5;0;1;150;0;1;0;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;2;OKUÈANI;DJEÈJI VRTIÆ U OKUÈANIMA;GRIGORA VITEZA BB;595;247;247;238;9;0;3;0;0;5;0;0;101;1;12;9;9;6;10;5;0;2;0;70;3;0;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;3;ÈOVAC;DRUŠTVENI DOM U ÈOVCU;ÈOVAC;413;168;126;123;3;1;2;1;0;3;1;0;53;1;10;1;7;0;1;0;0;0;1;41;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;4;LAÐEVAC;PODRUÈNA ŠKOLA U LAÐEVCU;LAÐEVAC;711;336;336;326;10;1;0;2;1;7;1;1;183;1;36;2;4;6;8;7;0;1;5;57;1;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;5;CAGE;DRUŠTVENI DOM U CAGAMA;CAGE;616;287;287;278;9;0;0;0;1;8;0;3;146;0;9;2;4;15;8;0;4;0;0;77;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OKUÈANI;6;TRNAKOVAC;DRUŠTVENI DOM U TRNAKOVCU;TRNAKOVAC;362;125;125;124;1;0;1;2;1;2;1;0;57;0;4;0;2;1;2;0;0;0;0;50;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;1;OPRISAVCI;ZGRADA OPÆINE U OPRISAVCIMA;OPRISAVCI 174 A;467;271;271;261;10;0;0;1;0;5;1;2;72;2;31;2;6;10;35;5;0;2;0;84;0;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;2;OPRISAVCI;KUÆA MATE ALASIÆA;OPRISAVCI 225;357;202;202;196;6;0;1;0;0;1;1;0;38;1;33;2;4;15;29;3;1;0;0;66;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;3;TRNJANSKI KUTI;"OŠ ""S.RADIÆA"" PODRUÈNA ŠKOLA U TRNJANSKIM KUTIMA";TRNJANSKI KUTI;303;193;193;190;3;1;2;2;3;4;2;0;59;0;10;8;13;0;28;4;0;0;1;51;1;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;4;POLJANCI;"OŠ ""S.RADIÆA"" PODRUÈNA ŠKOLA U POLJANCIMA";POLJANCI;237;156;156;154;2;0;0;0;0;2;0;0;38;1;16;5;11;6;11;5;0;0;0;58;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;5;SVILAJ;MATIÈNI URED U SVILAJU;SVILAJ 36;320;144;144;139;5;0;1;0;3;4;0;0;47;0;10;2;6;4;18;6;0;0;0;36;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;6;STRUŽANI;DRUŠTVENI DOM U STRUŽANIMA;STRUŽANI;134;80;80;75;5;0;0;0;0;0;0;1;34;0;10;0;2;1;10;1;0;1;0;14;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;7;ZOLJANI;DRUŠTVENI DOM U ZOLJANIMA;ZOLJANI 23;27;22;22;21;1;0;0;0;0;0;0;0;11;0;4;0;0;0;1;0;0;0;1;4;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;8;PRNJAVOR;DRUŠTVENI DOM U PRNJAVORU;PRNJAVOR;183;123;123;122;1;0;0;1;0;3;1;0;36;0;17;0;5;11;21;1;0;0;0;26;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;OPRISAVCI;9;NOVI GRAD;"OŠ ""S.RADIÆA"" PODRUÈNA ŠKOLA U NOVOM GRADU";NOVI GRAD;279;116;116;114;2;0;1;0;0;6;2;1;41;2;5;3;1;2;22;1;1;2;0;23;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;1;RADOVANJE;DRUŠTVENI DOM U RADOVANJU;RADOVANJE BB;291;162;162;161;1;0;1;1;1;4;0;0;52;2;21;1;7;6;15;2;0;0;1;46;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;2;ORIOVAC;VATROGASNI DOM U ORIOVCU;FRANKOPANSKA;1.072;670;670;658;12;0;1;1;1;12;6;0;175;3;60;13;41;35;80;13;1;0;2;208;2;1;2;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;3;SLAVONSKI KOBAŠ;"PODRUÈNA ŠKOLA ""DR. STJEPAN ILIJAŠEVIÆ""";SLAVONSKI KOBAŠ;1.050;642;642;633;9;2;0;1;2;6;3;4;189;2;105;2;27;4;202;4;3;3;1;72;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;4;LUŽANI;DRUŠTVENI DOM U LUŽANIMA;LUŽANI;1.004;529;529;522;7;1;3;5;2;18;3;0;148;2;46;3;16;8;60;14;2;3;4;178;3;3;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;5;CIGLENIK;PODRUÈNA ŠKOLA  U CIGLENIKU;CIGLENIK;165;111;111;110;1;0;1;3;1;2;0;0;27;1;30;0;1;2;13;3;1;0;0;25;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;6;BEÈIC;PROSTORIJE MO BEÈIC;BEÈIC;102;67;67;64;3;0;0;0;0;1;0;1;28;0;16;0;0;0;4;0;0;0;0;14;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;7;ŽIVIKE;DRUŠTVENI DOM ŽIVIKE;ŽIVIKE;209;117;117;117;0;1;0;0;1;5;0;1;31;1;31;3;2;12;10;1;0;3;0;15;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;8;PRIÈAC;DRUŠTVENI DOM U PRIÈCU;PRIÈAC;95;51;51;45;6;0;0;0;0;0;0;0;19;0;7;1;4;0;4;0;0;0;1;8;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;9;ORIOVAC;"STARA ŠKOLA - PROSTORIJA KUD-A ""L.I.ORIOVÈANINA"" U ORIOVCU";ORIOVAC;639;376;376;365;11;0;2;0;0;10;1;4;101;1;33;5;35;11;42;8;0;1;0;110;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;10;KUJNIK;DRUŠTVENI DOM U KUJNIKU;KUJNIK;283;166;166;165;1;0;0;2;0;3;0;2;48;0;20;0;18;0;14;1;1;2;1;50;0;2;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;ORIOVAC;11;MALINO;DRUŠTVENI DOM U MALINU;MALINO;496;287;287;273;14;1;0;2;1;11;2;0;96;1;14;1;10;15;28;7;0;0;0;76;2;4;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;1;TOMICA;DRUŠTVENI DOM U TOMICI;TOMICA;451;285;285;279;6;1;2;1;0;5;0;3;89;0;19;11;39;6;28;5;0;2;1;65;0;0;1;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;2;RASTUŠJE;DRUŠTVENI DOM U RASTUŠJU;RASTUŠJE;229;173;173;172;1;1;1;4;0;3;1;1;56;3;4;1;22;3;21;4;0;0;1;45;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;3;GRABARJE;DRUŠTVENI DOM U GRABARJU;GRABARJE;275;165;165;157;8;0;0;1;0;2;2;1;48;0;1;2;25;2;15;2;0;1;0;54;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;4;KINDROVO;DRUŠTVENI DOM U KINDROVU;KINDROVO;79;54;54;51;3;0;1;0;0;0;0;0;16;0;8;0;10;3;7;0;0;1;0;4;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;5;ORIOVÈIÆ;DRUŠTVENI DOM U ORIOVÈIÆU;ORIOVÈIÆ;92;66;66;64;2;0;0;0;0;1;0;0;21;0;2;0;25;0;1;0;0;0;0;14;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;6;PODCRKAVLJE;ZGRADA OPÆINE U  PODCRKAVLJU;PODCRKAVLJE;342;215;215;211;4;1;0;0;0;2;2;3;59;1;7;2;29;5;29;2;3;0;1;64;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;7;DUBOVIK;DRUŠTVENI DOM U DUBOVIKU;DUBOVIK;95;76;76;74;2;0;0;0;0;0;1;0;29;0;13;0;2;0;2;3;2;1;0;19;0;2;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;8;DONJI SLATINIK;DRUŠTVENI DOM U DONJEM SLATINIKU;DONJI SLATINIK;141;108;108;108;0;0;0;0;2;1;3;0;42;0;3;1;13;16;6;0;0;0;2;17;1;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;9;GLOGOVICA;DRUŠTVENI DOM U GLOGOVICI;GLOGOVICA;183;142;142;138;4;0;0;0;3;1;0;0;59;6;10;1;6;4;29;1;0;0;0;18;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;10;BRODSKI ZDENCI;DRUŠTVENI DOM U BRODSKIM ZDENCIMA;BRODSKI ZDENCI;253;171;171;168;3;0;0;2;4;2;2;0;80;2;19;1;1;2;22;0;0;0;0;30;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PODCRKAVLJE;11;GORNJI SLATINIK;DRUŠTVENI DOM U GORNJEM SLATINIKU;GORNJI SLATINIK;78;57;57;56;1;0;0;1;0;0;1;0;14;0;6;1;14;3;9;0;0;1;1;5;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PRIVLAKA;1;PRIVLAKA;DOM UMIROVLJENIKA;B.J.ŠOKÈEVIÆA 1;995;469;469;461;8;1;1;3;0;7;2;3;207;3;11;12;2;28;56;6;3;0;1;110;2;0;2;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PRIVLAKA;2;PRIVLAKA;"KUD ""IVAN DOMAC""";B.J.ŠOKÆEVIÆA 3;805;424;424;420;4;1;0;2;1;10;1;2;155;0;17;5;5;11;54;6;2;0;3;141;2;1;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;PRIVLAKA;3;PRIVLAKA;OPÆINA PRIVLAKA;FALIÈEVCI 7;1.048;622;622;608;14;4;0;0;2;2;5;3;290;3;10;22;9;16;80;9;11;3;1;134;1;0;1;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;1;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;1.126;666;666;640;26;0;5;3;1;12;2;2;171;5;87;45;12;25;84;18;7;1;2;152;1;3;0;2;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;2;REŠETARI;OSNOVNA ŠKOLA U REŠETARIMA;VLADIMIRA NAZORA 23;1.102;668;668;664;4;1;0;3;1;12;2;4;129;3;82;91;16;29;123;15;12;5;4;121;4;1;3;3;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;3;BUKOVICA;DOM U BUKOVICI;BUKOVICA;128;84;84;83;1;0;0;0;0;1;0;0;14;0;25;13;8;1;10;0;0;0;0;10;0;0;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;4;ADŽAMOVCI;OSNOVNA ŠKOLA U ADŽAMOVCIMA;S. RADIÆA 3;549;315;314;311;3;1;2;3;1;3;3;1;88;0;26;56;5;7;26;7;2;1;1;78;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;5;ZAPOLJE;DOM U ZAPOLJU;IVANA ZAPOLJSKOG 88;373;222;222;220;2;1;0;1;0;3;0;1;61;1;45;13;2;2;35;3;0;0;0;51;0;0;0;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;6;BRÐANI;DOM U BRÐANIMA;BRÐANI;224;139;139;135;4;0;0;1;0;0;0;0;21;0;49;11;4;1;19;3;0;0;1;25;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;7;DREŽNIK;DOM U DREŽNIKU;DREŽNIK;417;222;222;220;2;0;0;0;2;1;2;1;57;0;85;34;0;1;28;0;0;1;0;8;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;REŠETARI;8;GUNJAVCI;OSNOVNA ŠKOLA U GUNJAVCIMA;HRVATSKIH BRANITELJA;384;228;228;225;3;0;0;1;0;2;0;0;45;0;35;51;5;3;43;5;0;0;0;32;0;1;2;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;1;SIBINJ;"OŠ ""I.MAŽURANIÆ"" SIBINJ";108. BRIGADE ZNG 4;855;462;450;437;13;0;0;0;1;3;1;2;114;1;27;10;43;66;61;4;1;0;0;97;0;1;4;1;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;2;SIBINJ;"OŠ ""I.MAŽURANIÆ"" SIBINJ";108. BRIGADE ZNG 4;873;501;501;494;7;0;1;3;1;6;1;1;187;3;18;13;31;51;65;12;6;0;0;95;0;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;3;SIBINJ;"OŠ ""I.MAŽURANIÆ"" SIBINJ";108. BRIGADE ZNG 4;814;495;495;489;6;2;4;2;0;15;1;1;135;3;8;6;45;85;45;7;3;1;0;118;0;1;3;4;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;4;GROMAÈNIK;DRUŠTVENI DOM U GROMAÈNIKU;DR. FRANJE TUÐMANA 98;514;309;309;305;4;0;5;1;3;4;1;1;84;0;7;8;32;5;29;8;0;1;0;115;1;0;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;5;BARTOLOVCI;DRUŠTVENI DOM U BARTOLOVCIMA;HRVATSKIH BRANITELJA 86/C;708;379;379;368;11;1;3;1;5;8;1;1;84;4;4;9;40;35;51;11;1;2;2;104;0;1;0;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;6;SLOBODNICA;"OSNOVNA ŠKOLA ""IVAN MAŽURANIÆ""";TRG SVETOG MARKA 1;663;363;363;355;8;0;4;1;1;2;0;0;94;1;4;6;57;20;36;10;1;3;1;112;0;1;1;0;;;;;;;;;;;;;;;;;
V. IZBORNA JEDINICA;SIBINJ;7;SLOBODNICA;VATROGASNI DOM U SLOBODNICI;TRG SVETOG MARKA 11;788;406;406;395;11;2;1;3;4;5;1;1;122;0;6;1;42;20;34;9;1;2;2;133;1;3;0;2;;;;;;;;;;;;;;;;;
