Izborna jedinica;Grad / opæine;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: STJEPAN VUJANIÆ ;AGENDA MLADIH DEMOKRATA - AMD, HRVATSKA STRANKA MLADIH - HSM, Nositelj liste: IGOR KINDIJ;AKCIJA MLADIH - AM, Nositelj liste: ALAN SANKOVIÆ ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH, STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH, SPLITSKA STRANKA UMIROVLJENIKA - SSU, Nositelj liste: ZLATKO KLARIÆ, prof. ;AKCIJA ZA BOLJU HRVATSKU - ABH, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA, Nositelj liste: MILOVAN ŠIBL ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP, Nositelj liste: MARKO FRANCIŠKOVIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ, PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKA RADNIÈKA STRANKA - HRS, Nositelj liste: prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA, Nositelj liste: SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ, Nositelj liste: MARIJA JELINÈIÆ ;GLAS RAZUMA, Nositelj liste: STJEPAN RADILOVIÆ, dipl.organizator poslovanja ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, Nositelj liste: JADRANKA KOSOR  ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21., Nositelj liste: VEDRANA MILAS  ;HRVATSKA EUROPSKA STRANKA - HES, Nositelj liste: NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS, ZELENA STRANKA - ZS, STRANKA PENZIONERA - SP, Nositelj liste: DARKO VULETIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS, Nositelj liste: prof.dr.sc. VELIMIR SRIÆA  ;HRVATSKA STRANKA PRAVA - HSP, Nositelj liste: ANTE PRKAÈIN  ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ, HRVATSKA ÈISTA STRANKA PRAVA - HÈSP, Nositelj liste: RUŽA TOMAŠIÆ;HRVATSKA STRANKA ZELENIH - EKO SAVEZ - ZELENI, Nositelj liste: mr.sc. ZLATKO SVIBEN, dipl.inž.;HRVATSKI LABURISTI-STRANKA RADA, Nositelj liste: DRAGUTIN LESAR  ;HRVATSKI RAST - HRAST, Nositelj liste: KREŠIMIR MILETIÆ ;NACIONALNI DEMOKRATI - ND, DEAN GOLUBIÆ, dipl.krim.  ;NEOVISNA LISTA, Nositelj liste: MILAN BANDIÆ;NEOVISNA LISTA, Nositelj liste: DAMIR GAŠPAROVIÆ  ;NEOVISNA LISTA, Nositelj liste: dr.sc. IVAN GRUBIŠIÆ  ;NEOVISNA LISTA, Nositelj liste: HRVOJE MIRKOVIÆ;NEOVISNA LISTA, Nositelj liste: VEDRAN SENJANOVIÆ  ;NEOVISNA LISTA, Nositelj liste: SINIŠA VUCO ;NOVA HRVATSKA - NH, Nositelj liste: BORKO ŠAMIJA ;OBITELJSKA STRANKA - OS, Nositelj liste: MATE KNEZOVIÆ;SAVEZ ZA PROMJENE - SP, AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS, Nositelj liste: IVAN PERNAR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, ISTARSKI DEMOKRATSKI SABOR - IDS, HRVATSKA STRANKA UMIROVLJENIKA - HSU, Nositelj liste: ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP, Nositelj liste: mr.sc. BOŽIDAR DUGONJIÆ ;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ, Nositelj liste: ŽELJKO VINSKI, ing.grad.  ;VOLIM HRVATSKU - VH, Nositelj liste: ROKO ŠIKIÆ  ;ZAGORSKA DEMOKRATSKA STRANKA - ZDS, Nositelj liste: LJUBOMIR PULJIÆ  ;ZAGORSKA STRANKA - ZS, Nositelj liste: BOŽIDAR PTIÈAR;ZAGREBAÈKA NEZAVISNA LISTA - ZNL, Nositelj liste: mr.sc. TATJANA HOLJEVAC, dipl.ing.;ZELENA LISTA, Nositelj liste: NEVA TOLLE ;ZELENI ZAJEDNO, Nositelj liste: VERA PETRINJAK-ŠIMEK ;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;11;ZAPREŠIÆ;POSLOVNI PROSTOR;ZAPREŠIÆ, UL. JOSIPA MALEKOVIÆA 42;1.697;1.060;1.058;1.040;18;0;2;4;1;7;3;40;0;10;2;241;0;0;16;36;53;36;6;63;52;1;21;1;8;0;0;5;0;2;0;411;1;0;1;1;0;3;8;5;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;12;ZAPREŠIÆ;"""PRIVREDNIK""";ZAPREŠIÆ, TRG MLADOSTI 1;1.206;834;833;817;16;1;0;5;5;3;3;36;2;3;0;127;3;0;11;27;37;26;5;67;43;2;15;0;19;0;0;3;0;1;4;359;0;0;4;1;2;0;3;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;13;ZAPREŠIÆ;DRUŠTVO MULTIPLE SKLEROZE ZAGREBAÈKE ŽUPANIJE;ZAPREŠIÆ, MIHOVILA KRUŠLINA 6;1.805;1.115;1.115;1.091;24;0;0;3;5;3;4;38;5;7;1;244;1;1;13;34;31;32;2;92;36;2;35;3;18;0;1;6;0;0;8;450;0;1;0;4;8;1;1;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;14;ZAPREŠIÆ;GRADSKA UPRAVA;ZAPREŠIÆ, NOVA ULICA 10;1.070;733;733;723;10;1;0;2;2;2;1;22;0;4;0;144;1;1;6;17;27;40;3;66;32;1;8;1;3;0;0;2;0;1;8;315;2;0;0;0;7;0;3;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;15;ZAPREŠIÆ;UDRUŽENJE OBRTNIKA;ZAPREŠIÆ, MARŠALA TITA 2;1.310;862;862;849;13;0;0;2;4;3;0;18;1;1;1;142;2;2;9;37;44;26;4;61;25;3;21;0;10;1;1;5;0;0;2;410;4;0;0;0;4;2;1;3;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;16;ZAPREŠIÆ;UDRUGA UMIROVLJENIKA;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 8/I;867;520;520;510;10;0;0;3;6;0;0;18;0;0;1;74;0;0;7;11;23;15;2;40;39;0;14;2;3;0;0;3;0;0;2;239;0;1;2;0;1;1;1;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;17;ZAPREŠIÆ;PUÈKO OTVORENO UÈILIŠTE;ZAPREŠIÆ, TRG ŽRTAVA FAŠIZMA 11;1.200;804;803;787;16;0;0;2;4;0;0;27;1;1;1;117;0;0;7;18;22;24;2;77;39;3;11;0;17;0;0;9;1;0;4;396;0;0;2;0;1;1;0;0;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;18;ZAPREŠIÆ;"OSNOVNA ŠKOLA ""ANTUNA AUGUSTINÈIÆA""";ZAPREŠIÆ, VLADIMIRA NAZORA 2 A;1.199;800;800;794;6;1;1;3;2;0;4;25;2;4;0;125;1;0;14;37;27;21;5;58;26;1;5;0;15;0;0;4;0;2;5;391;1;0;4;1;7;0;1;1;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;19;IVANEC BISTRANSKI;DRUŠTVENI DOM IVANEC;IVANEC BISTRANSKI, STUBIÈKA 135;822;567;567;556;11;1;1;3;9;3;1;28;0;0;1;117;0;0;6;12;14;9;4;47;7;0;8;0;6;0;0;1;0;1;2;261;0;0;1;4;3;1;3;2;;;;;;;;;
I. IZBORNA JEDINICA;ZAPREŠIÆ;20;JABLANOVEC;DRUŠTVENI DOM JABLANOVEC;JABLANOVEC, STUBIÈKA 305;1.269;767;767;747;20;2;2;2;5;5;1;33;0;2;1;148;2;0;18;24;23;27;6;57;12;4;17;4;17;0;0;4;0;1;5;306;0;0;0;4;3;3;6;3;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;1;GORNJA BISTRA;DRUŠTVENI DOM GORNJA BISTRA;GORNJA BISTRA, DEDINJSKA BB;1.411;823;823;809;14;2;4;6;5;5;1;28;1;5;1;212;0;0;21;20;62;16;5;61;9;2;32;3;7;3;0;3;0;0;12;265;0;0;2;4;4;3;2;3;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;2;OBOROVO BISTRANSKO;DRUŠTVENI DOM U OBOROVU BISTRANSKOM;OBOROVO BISTRANSKO, FRANJE GULIÆA 24;788;535;534;522;12;0;1;3;8;0;5;17;0;3;0;132;1;1;9;20;43;8;1;29;6;2;7;0;4;0;0;3;0;0;1;208;1;0;2;1;5;0;1;0;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;3;POLJANICA BISTRANSKA;KULTURNI CENTAR BISTRA;POLJANICA BISTRANSKA, BISTRANSKA 98;1.131;731;731;712;19;0;0;0;7;2;2;18;2;1;1;210;0;1;10;15;39;15;1;65;8;1;17;1;4;0;1;4;1;2;6;259;0;0;1;3;6;2;5;2;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;4;DONJA BISTRA;VATROGASNI DOM U DONJOJ BISTRI;DONJA BISTRA, BISTRANSKA 2;1.373;791;791;770;21;1;1;2;2;1;3;32;0;5;1;241;3;0;18;13;29;15;6;46;9;2;25;0;8;0;3;7;0;0;6;277;1;0;0;4;1;2;4;2;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;5;NOVAKI BISTRANSKI;DRUŠTVENI DOM U NOVAKIMA BISTRANSKIM;NOVAKI BISTRANSKI, SELSKA 43;714;443;443;440;3;0;2;0;5;0;1;21;0;2;0;110;1;0;5;13;30;16;3;39;5;0;10;0;13;0;0;2;1;0;4;147;1;1;0;2;1;2;2;1;;;;;;;;;
I. IZBORNA JEDINICA;BISTRA;6;BUKOVJE BISTRANSKO;DRUŠTVENI DOM U BUKOVJU BISTRANSKOM;BUKOVJE BISTRANSKO, ZAGREBAÈKA 1;348;229;229;221;8;0;0;0;2;0;0;6;0;1;0;61;1;0;2;8;20;3;2;14;3;0;7;0;3;0;0;0;0;0;2;82;1;0;0;0;1;0;0;2;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;1;BRDOVEC;KINO-DVORANA BRDOVEC;BRDOVEC, TRG DR. FRANJE TUÐMANA 1;2.522;1.549;1.549;1.527;22;4;4;6;11;3;1;55;0;5;0;314;1;1;30;47;67;36;6;84;46;4;34;3;26;1;0;5;0;2;10;702;4;0;2;3;3;0;5;2;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;2;JAVORJE;DRUŠTVENI DOM JAVORJE;JAVORJE, SAVSKA 5A;659;409;409;400;9;0;1;2;2;2;2;7;1;3;1;54;1;0;29;16;16;7;3;21;8;1;8;1;1;0;0;3;1;0;6;196;2;0;0;1;0;0;2;2;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;3;PRIGORJE BRDOVEÈKO;DRUŠTVENI DOM PRIGORJE BRDOVEÈKO;PRIGORJE BRDOVEÈKO, ŠKOLSKA 9;1.286;774;774;764;10;2;0;2;4;2;0;24;1;1;1;142;1;1;30;24;15;16;4;59;33;2;17;1;7;0;0;4;1;0;3;359;2;0;1;0;0;4;1;0;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;4;PRUDNICE;DRUŠTVENI DOM PRUDNICE;PRUDNICE, PRUDNIÈKA CESTA 2;638;430;430;426;4;0;1;1;4;1;1;14;2;0;1;49;0;0;38;10;16;10;2;48;2;1;13;1;1;0;0;3;0;0;2;198;1;0;0;1;2;0;2;1;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;5;ZDENCI BRDOVEÈKI;DRUŠTVENI DOM ZDENCI BRDOVEÈKI;ZDENCI BRDOVEÈKI, ZDENAÈKA 82;1.145;733;733;721;12;0;0;4;5;1;1;19;0;4;2;128;1;0;21;20;23;15;7;55;16;0;13;2;6;0;0;3;0;1;3;360;2;0;0;1;2;1;3;2;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;6;DRENJE BRDOVEÈKO;DRUŠTVENI DOM DRENJE BRDOVEÈKO;DRENJE BRDOVEÈKO, VATROGASNA 1;590;380;380;378;2;0;0;0;0;0;0;8;0;4;0;91;0;1;19;7;6;6;5;30;5;1;6;0;3;0;1;1;2;1;1;172;2;0;1;0;2;1;1;1;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;7;LADUÈ;DRUŠTVENI DOM LADUÈ;GORNJI LADUÈ, ZAGREBAÈKA 47;1.526;926;926;909;17;1;2;7;10;1;2;22;2;9;0;189;3;3;26;20;30;18;6;88;13;4;19;0;9;1;1;3;1;0;8;388;4;2;2;2;1;3;7;2;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;8;HARMICA;DRUŠTVENI DOM HARMICA;HARMICA, DUBRAVIÈKA 6;227;169;169;165;4;0;0;2;0;2;0;5;0;0;0;32;1;2;12;1;1;2;1;4;1;0;0;0;4;0;0;1;0;0;0;90;0;0;0;0;1;1;1;1;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;9;KLJUÈ BRDOVEÈKI;DRUŠTVENI DOM KLJUÈ BRDOVEÈKI;KLJUÈ BRDOVEÈKI, MOKRIÈKA 47;539;389;389;384;5;0;0;2;2;0;1;12;0;0;1;125;1;0;23;3;9;6;1;18;11;0;5;0;5;0;2;3;0;2;3;142;1;0;0;0;2;1;3;0;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;10;ŠENKOVEC;DRUŠTVENI DOM ŠENKOVEC;ŠENKOVEC, ZAGREBAÈKA 44;699;439;439;436;3;0;0;1;3;1;0;4;1;0;0;70;1;0;32;14;17;6;2;37;2;1;15;0;1;0;0;3;0;0;2;215;3;0;1;1;2;0;1;0;;;;;;;;;
I. IZBORNA JEDINICA;BRDOVEC;11;VUKOVO SELO;DRUŠTVENI DOM VUKOVO SELO;VUKOVO SELO, RIBIÈKA 1;408;258;258;258;0;0;3;3;1;1;1;6;1;1;0;45;1;1;12;4;7;2;1;14;4;0;9;0;2;0;2;0;0;0;5;129;0;0;0;0;0;0;2;1;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;1;DUBRAVICA;ZGRADA OPÆINE U DUBRAVICI;DUBRAVICA, PAVLA ŠTOOSA 3;263;148;148;145;3;0;1;0;0;0;0;3;2;1;0;58;0;0;3;2;6;0;0;7;5;0;0;0;1;0;0;0;0;0;1;53;1;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;2;BOBOVEC ROZGANSKI;VATROGASNI DOM BOBOVEC;BOBOVEC ROZGANSKI, KUMROVEÈKA CESTA 222;338;225;225;221;4;0;0;1;4;1;2;6;0;2;3;58;2;0;23;4;9;0;0;17;3;0;3;1;3;0;0;0;0;0;2;71;2;0;1;0;1;1;1;0;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;3;KRAJ GORNJI;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIÆA 40;247;121;121;117;4;0;0;2;3;0;0;2;0;0;0;38;0;0;9;2;4;1;0;10;0;1;1;0;0;0;1;0;0;0;3;40;0;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;4;VUÈILÆEVO;VATROGASNI DOM VUÈILÆEVO;VUÈILÆEVO, III SUTLANSKA CESTA 4;131;103;103;100;3;0;0;0;0;1;0;0;0;1;0;48;0;0;4;5;2;1;1;8;0;1;0;0;0;0;0;0;0;0;0;27;0;0;0;1;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;5;PROSINEC;VATROGASNI DOM PROSINEC;PROSINEC, SUTLANSKE DOLINE 86 A;109;78;78;77;1;0;0;2;0;0;1;0;0;0;0;24;0;0;10;3;2;3;0;3;2;0;1;0;0;0;0;1;0;0;2;22;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;DUBRAVICA;6;LUKAVEC SUTLANSKI;ZGRADA STARE ŠKOLE;DUBRAVICA, PAVLA ŠTOOSA 38;171;96;96;95;1;0;0;0;0;1;0;5;0;0;0;43;1;0;0;0;2;0;0;6;1;0;1;0;0;0;0;1;0;0;1;31;0;0;0;0;2;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;1;IGRIŠÆE;VATROGASNI DOM DVD-A IGRIŠÆE;IGRIŠÆE, GAJEVA 81;620;408;408;393;15;1;1;0;2;0;1;16;0;2;0;48;2;0;10;13;7;6;1;32;4;2;5;0;0;0;0;4;0;1;2;221;4;0;1;2;3;1;1;0;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;2;JAKOVLJE;OSNOVNA ŠKOLA JAKOVLJE;JAKOVLJE, STUBIÈKA CESTA 2;737;429;429;418;11;0;0;0;0;4;3;12;0;4;0;85;1;0;8;6;17;14;1;24;1;1;6;1;6;0;1;5;0;1;1;202;0;1;0;0;10;1;1;1;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;3;JAKOVLJE;PRIVATNA KUÆA DRAGUTINA ŠVEC;JAKOVLJE, TOPLIÈKA CESTA 49;577;284;284;278;6;0;1;2;2;2;2;8;0;2;0;63;2;0;13;12;13;2;3;14;1;2;13;1;0;0;0;3;1;0;5;103;1;0;2;0;4;0;0;1;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;4;JAKOVLJE;PRIVATNA KUÆA BOŽICE SENIÈIÆ;JAKOVLJE, SVETE DOROTEJE 134;347;201;201;197;4;1;1;1;1;0;0;4;0;0;0;45;0;0;9;3;4;3;0;13;8;1;9;1;2;1;0;1;0;0;1;83;2;0;2;1;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;5;JAKOVLJE;PRIVATNA KUÆA ZVONIMIRA SENIÈIÆ;JAKOVLJE, ZAGREBAÈKA CESTA 150 A;537;295;295;281;14;1;0;1;3;1;0;10;0;0;0;43;4;0;5;4;15;8;0;18;1;1;6;0;2;1;0;2;0;3;0;140;1;0;0;3;3;2;3;0;;;;;;;;;
I. IZBORNA JEDINICA;JAKOVLJE;6;KRALJEV VRH;DRUŠTVENI DOM;KRALJEV VRH, ŠKOLSKA UL. 1;549;367;367;359;8;1;3;3;6;2;2;11;0;3;0;71;1;0;21;3;6;3;2;20;3;0;17;0;2;0;0;1;0;1;2;164;0;0;1;0;3;6;0;1;;;;;;;;;
I. IZBORNA JEDINICA;LUKA;1;LUKA-ŽEJINCI;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;700;424;424;408;16;0;0;3;4;2;3;18;0;6;0;120;0;1;12;7;7;15;5;33;12;0;9;0;3;0;0;3;0;0;2;135;0;0;0;4;0;2;1;1;;;;;;;;;
I. IZBORNA JEDINICA;LUKA;2;KRAJSKA VES-PLUSKA-VADINA;OSNOVNA ŠKOLA LUKA;LUKA, TRG SVETOG ROKA 3;474;239;239;233;6;0;0;1;0;2;2;6;1;0;0;38;0;1;23;13;5;3;6;22;2;1;5;1;0;0;0;2;0;0;2;90;0;0;0;2;3;1;1;0;;;;;;;;;
I. IZBORNA JEDINICA;MARIJA GORICA;1;KRAJ GORNJI I BIJELA GORICA;DRUŠTVENI DOM STARINA;KRAJ GORNJI, ANTUNA MIHANOVIÆA 40;291;175;175;170;5;0;0;2;1;0;0;7;0;0;0;46;1;0;5;4;0;0;0;4;4;0;5;0;0;0;0;0;0;0;2;88;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MARIJA GORICA;2;MARIJA GORICA;ZGRADA OPÆINE;MARIJA GORICA, GORIÈKA 18A;532;362;362;356;6;0;1;1;3;0;1;4;1;5;1;132;0;1;14;12;7;8;0;31;14;3;7;0;1;0;0;3;0;0;3;101;1;1;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MARIJA GORICA;3;SVETI KRIŽ;DRUŠTVENI DOM;SVETI KRIŽ, BRDOVEÈKA ULICA BB;397;238;238;236;2;0;0;2;1;0;1;7;0;2;0;55;0;0;3;3;5;1;1;19;8;0;3;1;4;0;1;1;0;1;0;115;2;0;0;0;0;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MARIJA GORICA;4;TRSTENIK;DRUŠTVENI DOM;TRSTENIK, ANTE KOVAÈIÆA 17;314;195;195;185;10;0;0;1;2;0;1;4;0;2;0;25;1;0;4;4;7;6;0;10;7;1;1;0;4;0;0;0;0;0;2;102;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;MARIJA GORICA;5;KRAJ DONJI;DRUŠTVENI DOM KRAJ DONJI;KRAJ DONJI, DUBRAVIÈKA ULICA 130;423;296;296;291;5;0;0;3;1;1;0;10;1;0;1;70;0;0;13;6;6;2;1;19;13;0;1;0;2;0;0;1;0;0;3;130;1;0;0;2;3;0;1;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;1;DONJA PUŠÆA;DRUŠTVENI DOM;DONJA PUŠÆA, KUMROVEÈKA 107;751;474;474;469;5;2;0;2;1;0;0;24;0;0;1;73;1;1;21;12;17;8;5;31;9;1;9;0;2;0;1;3;0;0;5;227;0;1;0;2;7;1;2;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;2;GORNJA PUŠÆA;DRUŠTVENI DOM-PROSTORIJA MJESNOG ODBORA;DONJA PUŠÆA, KUMROVEÈKA 107;454;289;289;283;6;2;1;1;1;0;1;9;0;1;0;53;0;0;13;13;6;3;1;14;7;0;8;0;3;0;0;0;0;0;4;133;2;0;0;0;5;2;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;3;ŽLEBEC PUŠÆANSKI-BREGOVLJANA;VIJEÆNICA OPÆINE PUŠÆA;DONJA PUŠÆA, KUMROVEÈKA 107;197;93;93;91;2;0;0;0;0;0;0;4;0;1;0;14;1;0;5;3;6;0;0;3;1;0;2;4;1;0;0;0;0;1;0;44;0;0;0;0;0;1;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;4;HRUŠEVEC PUŠÆANSKI;PROSTOR STARE STOMATOLOŠKE AMBULANTE;DONJA PUŠÆA, KUMROVEÈKA 107;195;99;99;99;0;0;0;0;1;0;0;1;1;2;0;10;0;0;8;1;1;1;0;5;1;2;1;0;0;0;0;1;0;0;0;59;0;0;0;0;3;0;0;1;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;5;HREBINE;PROSTOR STARE AMBULANTE OPÆE PRAKSE;DONJA PUŠÆA, KUMROVEÈKA 107;254;158;158;149;9;0;0;1;1;1;0;3;0;0;0;20;0;0;9;5;0;0;1;5;0;0;5;0;3;0;0;1;0;0;2;86;0;0;0;1;2;0;3;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;6;DUBRAVA PUŠÆANSKA;KUÆA MIHALINEC MARIJANA;DUBRAVA PUŠÆANSKA, DUBROVAÈKA 19;175;103;103;102;1;0;0;0;0;1;0;3;0;1;0;9;0;0;5;4;3;0;1;9;2;0;1;0;0;0;0;1;0;1;1;59;0;0;0;0;1;0;0;0;;;;;;;;;
I. IZBORNA JEDINICA;PUŠÆA;7;MARIJA MAGDALENA;VATROGASNI DOM MARIJA MAGDALENA;MARIJA MAGDALENA, DUGANSKA BB;180;113;113;111;2;0;2;2;0;0;0;6;1;0;0;16;0;0;16;2;4;2;0;4;2;0;5;0;0;0;0;0;0;0;1;45;0;1;1;0;0;1;0;0;;;;;;;;;
POSEBNA BM ZA I. IJ;;;;;;0;565;564;553;11;2;1;5;3;3;2;11;2;1;3;116;3;0;4;12;22;8;6;21;9;1;24;1;8;0;0;5;0;1;6;264;1;1;0;1;1;2;2;1;;;;;;;;;
BM U INOZEMSTVU ZA I. IJ;;;;;;0;1.908;1.907;1.886;21;0;1;3;5;14;11;27;3;6;3;809;22;2;12;48;47;49;11;90;64;0;23;2;32;1;1;2;1;0;4;563;3;7;3;2;0;6;5;4;;;;;;;;;
UKUPNO ZA I. IJ;;;;;;358.750;239.962;238.830;235.217;3.613;119;356;564;1.354;855;396;8.561;268;701;171;43.265;365;138;2.922;10.457;6.908;6.737;1.367;18.059;5.680;304;5.643;206;5.538;87;187;961;60;285;980;107.382;443;73;407;237;404;1.286;888;603;;;;;;;;;
