Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  STJEPAN RUŠEC;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  DARKO KRNIÆ;AKCIJA MLADIH - AM  , Nositelj liste:  ANDREJ BRIŠÈIK ;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof. ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  EMIL ÈIÆ  ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  STEVO GRAHOVAC;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  MATO BARUKÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR;"HRVATSKA STRANKA PRAVA - HSP , ""HRVATSKA STRAŽA"" NACIONALNA STRANKA - HS NS  , Nositelj liste:  DANIEL SRB   ";HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ;HRVATSKI DEMOKRATSKI SAVEZ SLAVONIJE I BARANJE - HDSSB  , Nositelj liste:  prof.dr.sc. VLADIMIR ŠIŠLJAGIÆ  ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  TOMISLAV ŠPERANDA ;JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  MARIJAN ŠKARIÆ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  GORDAN MASNJAK;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;NEOVISNA LISTA  , Nositelj liste:  IVAN LONÈAR;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  DALI MOR ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  NIKOLA OPAÈIÆ ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZELENA LISTA  , Nositelj liste:  DANICA JOVIÆ  ;ZELENA STRANKA - ZS  , Nositelj liste:  mr.sc. ALJOŠA BABIÆ  ;ZELENI HRVATSKE - ZELENI HR  , Nositelj liste:  ZDRAVKO PEKO;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DONJA MOTIÈINA;2;DONJA MOTIÈINA;"OSNOVNA ŠKOLA ""VLADIMIR NAZOR""";MATIJE GUPCA 46;402;271;271;266;5;1;0;0;4;2;2;3;0;0;32;8;0;2;6;167;0;1;0;0;0;0;1;36;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DONJA MOTIÈINA;3;GORNJA MOTIÈINA;DRUŠTVENI DOM;MLADENA VIDOVIÆA BB;33;21;21;21;0;0;0;0;0;0;0;8;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DONJA MOTIÈINA;4;SEONA;DRUŠTVENI DOM;ZRINSKIH FRANKOPANA BB;375;245;245;243;2;0;0;1;0;0;1;17;0;0;43;1;0;2;0;99;0;0;0;0;0;5;0;74;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;1;DRAŽ;OSNOVNA ŠKOLA;IVE LOLE RIBARA 1;422;227;227;222;5;0;0;0;2;0;4;0;0;2;74;19;1;11;2;47;5;0;0;1;0;2;0;49;2;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;2;BATINA;OSNOVNA ŠKOLA;SREDNJA 25;633;276;276;273;3;3;1;2;2;1;7;4;2;2;39;2;5;6;0;45;10;0;1;1;1;5;1;127;1;0;1;1;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;3;GAJIÆ;NOVI DOM KULTURE;MATIJE GUPCA BB;281;173;173;172;1;0;0;0;3;0;4;1;0;0;33;13;0;7;0;46;4;2;0;0;1;2;0;56;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;4;DUBOŠEVICA;DOM KULTURE;DR.FRANJE TUÐMANA 70;587;357;357;355;2;2;0;1;2;1;2;0;2;1;106;4;0;16;1;116;2;2;1;0;0;2;2;87;3;0;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;5;TOPOLJE;OSNOVNA ŠKOLA;REPUBLIKE 25;399;259;245;239;6;2;0;0;1;0;0;0;1;2;54;8;4;4;1;114;0;1;1;0;1;1;1;36;1;0;3;2;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRAŽ;6;PODOLJE;DOM KULTURE;GLAVNA 139;59;19;19;19;0;0;0;0;0;0;0;1;0;0;8;0;0;1;0;4;0;0;1;0;0;0;0;4;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;1;BUÈJE GORJANSKO;MJESNI ODBOR BUÈJE;BUÈJE GORJANSKO 15;60;40;40;40;0;0;0;1;0;0;0;0;0;0;3;4;1;0;0;19;0;1;0;0;0;0;1;10;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;2;PODGORJE BRAÈEVAÈKO;MJESNI DOM;BOROVIÈKA 102;62;38;38;37;1;0;0;0;0;0;1;1;0;1;5;0;0;1;0;6;0;2;0;0;0;1;0;17;1;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;3;SLATINIK DRENJSKI;DVD SLATINIK DRENJSKI;BRAÆE RADIÆA 2;209;133;133;132;1;0;2;1;0;0;1;0;1;2;43;2;0;8;0;57;1;0;0;0;1;0;0;13;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;4;BRAÈEVCI;MJESNI ODBOR;VUKOVARSKA 2;176;108;108;106;2;0;1;0;0;0;2;3;0;2;11;3;2;2;0;54;0;2;0;0;0;3;0;21;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;5;PALJEVINA;MJESNI DOM;VLADIMIRA  NAZORA 52;178;105;105;105;0;0;1;0;2;0;1;0;0;1;16;1;1;0;0;63;2;0;0;0;0;0;0;15;1;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;6;POTNJANI;MJESNI DOM;BRAÆE RADIÆA 39;422;242;242;242;0;0;0;0;3;0;3;4;1;3;33;1;0;3;2;171;0;0;0;0;0;0;0;18;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;7;DRENJE;ZGRADA OPÆINE DRENJE;LJUDEVITA GAJA 25;539;336;336;327;9;0;0;1;2;0;1;2;1;3;54;1;3;8;2;139;4;0;0;1;3;3;1;96;0;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;8;KUÆANCI ÐAKOVAÈKI;MJESNI DOM;BRAÆE RADIÆA 32;150;93;93;90;3;0;0;0;0;1;0;1;0;2;20;0;0;0;3;39;1;0;0;0;0;0;0;23;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;9;PRESLATINCI;DVD PRESLATINCI;KRALJA TOMISLAVA 18;129;62;62;62;0;1;1;0;0;0;0;1;0;0;15;3;0;0;1;21;0;0;0;0;0;0;0;19;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;10;MANDIÆEVAC;PROSTORIJE PODRUÈNE ŠKOLE MANDIÆEVAC;ŠKOLSKA 1;259;128;128;127;1;0;0;0;1;2;1;1;1;1;18;1;0;3;0;61;4;0;0;0;2;1;0;28;0;0;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;DRENJE;11;PRIDVORJE;PROSTORIJE PODRUÈNE ŠKOLE PRIDVORJE;BRAÆE RADIÆA 17;152;65;65;65;0;1;0;0;0;0;1;0;0;0;11;1;0;0;0;37;1;0;0;0;1;0;0;11;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;1;ÐURÐENOVAC;PROSTORIJA ŠAH KLUBA;IVANA GUNDULIÆA 2;720;414;414;408;6;0;1;2;3;4;6;11;0;0;83;6;5;9;0;91;16;1;0;0;6;5;0;158;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;2;ÐURÐENOVAC;"DJEÈJI VRTIÆ ""JAGLAC""";KARDINALA ALOJZIJA STEPINCA 3;442;298;287;281;6;0;1;2;2;3;0;16;1;2;43;1;3;7;3;57;13;0;0;0;0;0;0;124;1;0;2;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;3;ÐURÐENOVAC;OSNOVNA ŠKOLA JOSIPA JURJA STROSSMAYERA;KARDINALA ALOJZIJA STEPINCA BB;376;235;235;234;1;0;0;0;2;1;1;4;2;1;56;1;4;5;0;69;6;0;0;0;4;0;1;76;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;4;ÐURÐENOVAC;DOM KULTURE (MONTAŽNA ŠKOLA);TRG NIKOLE ŠUBIÆA ZRINSKOG 3;723;475;475;467;8;0;1;0;3;0;3;16;0;0;97;5;13;11;3;134;10;0;0;0;4;1;0;165;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;5;ÐURÐENOVAC;SREDNJA ŠKOLA JOSIPA KOZARCA;TRG NIKOLE ŠUBIÆA ZRINSKOG 4;679;408;408;406;2;0;0;0;2;1;4;22;1;1;83;5;7;4;2;99;7;1;1;1;4;8;1;149;1;0;1;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;6;BELJEVINA;OSNOVNA ŠKOLA;LJUDEVITA GAJA 70;365;228;228;224;4;0;1;0;1;1;5;10;1;1;59;2;3;4;0;87;4;0;0;0;0;1;0;44;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;7;BELJEVINA;PROSTORIJA NK ZAGORAC;MATIJE GUPCA;241;159;159;156;3;1;0;0;1;0;0;7;0;0;49;3;2;3;0;41;2;0;0;0;0;2;0;45;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;8;NAŠIÈKO NOVO SELO;DRUŠTVENI DOM;BRAÆE RADIÆA;310;195;195;195;0;0;0;0;5;3;3;5;2;0;67;0;1;2;2;60;1;0;0;0;0;8;0;34;0;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;9;BOKŠIÆ;DRUŠTVENI DOM;OSJEÈKA 1;376;221;218;211;7;0;0;0;0;0;7;13;1;1;70;1;3;3;1;78;0;0;1;0;0;2;0;30;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;10;BOKŠIÆ LUG;OSNOVNA ŠKOLA;BRAÆE RADIÆA;216;145;145;144;1;0;0;1;0;0;1;5;1;1;43;0;0;1;0;62;1;0;0;0;3;2;1;21;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;11;ŠAPTINOVCI;OSNOVNA ŠKOLA;BANA JOSIPA JELAÈIÆA;164;108;108;107;1;0;1;0;2;0;0;20;0;1;29;0;1;4;2;15;2;0;0;0;2;2;0;25;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;12;ŠAPTINOVCI;PROSTORIJE DVD-A;ŠAPTINOVCI;321;203;201;196;5;0;0;0;0;1;0;58;0;0;50;0;1;5;1;30;0;1;0;0;0;3;0;42;1;2;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;13;KLOKOÈEVCI;OSNOVNA ŠKOLA;BRAÆE RADIÆA;450;275;275;271;4;0;1;1;1;2;6;14;1;1;91;4;2;13;3;78;2;0;0;0;2;5;1;41;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;14;SUŠINE;DRUŠTVENI DOM;GORANA POTNEŠILA 29;327;187;187;180;7;2;0;0;0;0;1;6;0;0;35;1;1;3;0;51;3;0;0;0;3;3;0;70;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ÐURÐENOVAC;15;PRIBIŠEVCI;OSNOVNA ŠKOLA;MATIJE GUPCA;396;253;253;253;0;0;1;0;1;1;1;11;0;2;64;1;3;1;2;78;1;2;0;0;2;1;0;80;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;1;DALJ;OSNOVNA ŠKOLA DALJ;ZAGREBAÈKA 1;584;261;261;247;14;3;0;2;2;1;3;2;0;0;33;1;0;15;0;60;8;4;0;0;0;3;0;108;0;0;1;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;2;DALJ;SREDNJA ŠKOLA;BRAÆE RADIÆA 8;914;447;447;437;10;1;0;1;2;0;8;1;2;0;109;0;4;20;8;158;14;2;0;0;1;0;1;103;0;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;3;DALJ;"PROSTORIJE NK ""RADNIÈKI""";30. SVIBNJA BB;334;117;117;98;19;0;0;3;0;0;1;1;0;0;10;2;2;0;0;20;0;1;0;0;0;0;0;58;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;4;DALJ;DRUŠTVENI DOM;BANA JOSIPA JELAÈIÆA 12;304;127;127;116;11;0;0;1;1;0;0;1;5;2;18;0;0;8;1;17;6;0;1;0;0;0;0;53;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;5;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;322;122;122;108;14;1;1;1;0;0;1;1;1;0;6;0;1;0;1;14;3;0;0;0;0;2;1;70;3;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;6;BIJELO BRDO;OSNOVNA ŠKOLA;NIKOLE TESLE 71;194;87;87;78;9;1;0;0;0;0;0;0;1;0;6;0;1;4;1;5;8;0;0;2;0;0;0;47;1;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;7;ALJMAŠ;PROSTORIJE MO;MLADENA PALINKAŠA 5;681;420;420;416;4;1;1;0;2;1;5;3;2;0;109;1;2;30;6;102;13;2;1;0;4;3;0;124;0;0;0;1;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;8;ERDUT;DRUŠTVENI DOM ERDUT;ERDUT;453;264;264;263;1;0;1;0;2;1;2;0;0;0;85;1;3;9;8;66;5;1;0;0;1;0;0;75;1;0;0;1;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;9;ERDUT;PROSTORIJA DOMA ORAŠJE;ERDUT;273;121;121;120;1;0;0;1;0;1;2;2;0;0;47;2;0;5;7;18;6;0;0;0;4;1;0;24;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERDUT;10;DALJ;PROSTORIJA KUD ŠANDOR PETEFI;DALJ PLANINA;70;34;34;33;1;0;0;0;0;0;0;0;0;0;3;0;0;1;0;14;2;0;0;1;0;0;0;12;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERNESTINOVO;1;ERNESTINOVO;OSNOVNA ŠKOLA ERNESTINOVO;ŠKOLSKA 1;1.079;653;653;642;11;1;0;0;3;3;12;3;1;2;171;4;10;77;6;99;34;5;0;0;11;4;0;191;0;1;1;0;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;ERNESTINOVO;2;LASLOVO;OSNOVNA ŠKOLA LASLOVO;ŠKOLSKA 1;686;417;417;413;4;0;1;1;0;1;10;1;1;2;106;0;5;23;5;139;13;2;0;0;1;1;1;99;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;FERIÈANCI;1;FERIÈANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;755;469;469;466;3;0;0;2;2;1;8;26;1;2;116;4;1;21;3;107;11;3;0;0;4;5;0;146;2;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;FERIÈANCI;2;FERIÈANCI;OSNOVNA ŠKOLA VLADIMIRA NAZORA;TRG MATIJE GUPCA 9;793;494;494;479;15;1;0;0;1;0;8;18;2;1;86;6;3;9;3;126;15;1;0;0;3;5;0;186;0;0;1;1;3;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;FERIÈANCI;3;VALENOVAC;DOM DVD-A;BRAÆE RADIÆA BB;161;97;97;94;3;0;0;1;0;0;0;4;0;0;12;1;3;6;0;27;4;2;0;0;0;2;0;31;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;FERIÈANCI;4;VUÈJAK FERIÈANAÈKI;MJESNI DOM;ÐURÐENOVAÈKA BB;235;130;130;127;3;0;2;0;0;0;1;3;0;1;55;1;2;3;2;39;1;0;0;0;4;0;0;13;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;FERIÈANCI;5;GAZIJE;MJESNI DOM;VLADIMIRA NAZORA BB;35;21;21;21;0;0;0;0;0;0;1;1;0;0;1;0;2;0;0;7;0;0;0;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GORJANI;1;GORJANI;OPÆINA GORJANI;KULA 1;879;523;523;517;6;3;1;0;3;1;7;8;4;5;74;5;6;10;0;218;3;2;0;0;0;8;1;157;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GORJANI;2;TOMAŠANCI;DOM KULTURE;STJEPANA RADIÆA 1;526;319;319;312;7;2;0;1;5;4;3;6;1;1;49;1;4;11;1;143;2;0;0;1;0;0;6;70;0;1;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;1;GRADINA;VATROGASNI DOM GRADINA (SALA);TRG HRVATSKIH BRANITELJA 1;587;370;370;363;7;0;0;1;3;1;9;0;3;2;132;13;4;22;1;52;5;0;1;1;1;2;3;99;1;1;6;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;2;GRADINA;VATROGASNI DOM GRADINA (PRIJAŠNJE PROSTORIJE OPÆINE);TRG HRVATSKIH BRANITELJA 1;272;182;182;180;2;0;1;0;0;1;7;2;2;0;80;1;1;11;1;11;1;0;0;0;0;1;1;58;1;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;3;BAÈEVAC;PODRUÈNA ŠKOLA BAÈEVAC;BAÈEVAC;378;223;223;218;5;0;0;0;2;0;8;1;1;2;97;7;0;6;1;28;1;0;0;0;0;3;1;60;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;4;BREZOVICA;DRUŠTVENI DOM BREZOVICA;BREZOVICA;506;337;337;333;4;1;0;0;3;0;12;1;1;2;164;20;0;1;1;47;3;0;0;0;0;2;0;75;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;5;BUDAKOVAC;DRUŠTVENI DOM BUDAKOVAC;ÆOROVA 43;216;128;128;126;2;0;0;1;0;0;2;1;1;2;45;10;1;0;1;10;3;0;0;0;0;2;2;44;0;0;1;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;6;DETKOVAC;DRUŠTVENI DOM DETKOVAC;DETKOVAC BB;311;186;186;184;2;1;0;0;4;0;3;1;1;4;59;7;2;5;4;33;0;0;0;0;2;0;0;58;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;7;LIPOVAC;DOM KULTURE LIPOVAC;ALOJZIJA STEPINCA BB;280;137;137;134;3;0;0;0;0;1;1;0;0;0;40;6;0;5;1;25;0;0;1;0;0;0;0;51;1;0;2;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;8;LUG GRADINSKI;PODRUÈNA ŠKOLA LUG GRADINSKI;LUG GRADINSKI;80;61;61;60;1;0;0;0;0;0;2;0;0;0;44;0;1;2;0;2;2;0;0;0;0;0;0;7;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;9;NOVI GRADAC;DRUŠTVENI DOM NOVI GRADAC;NOVI GRADAC BB;139;92;92;90;2;1;0;0;0;1;3;0;0;2;39;3;0;4;0;18;0;0;0;0;0;0;1;17;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;10;RUŠANI;PODRUÈNA ŠKOLA RUŠANI;RUŠANI BB;410;274;274;273;1;1;0;0;1;1;12;0;1;2;70;29;3;3;0;54;2;0;0;0;0;0;4;90;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;11;VLADIMIROVAC;DRUŠTVENI DOM VLADIMIROVAC;HRVATSKIH BRANITELJA 24;62;34;34;33;1;0;0;0;1;0;0;0;0;0;20;1;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;GRADINA;12;ŽLEBINE;DRUŠTVENI DOM ŽLEBINE;ŽLEBINE BB;275;159;159;159;0;1;2;0;0;0;2;0;0;1;55;13;3;3;0;25;2;1;0;0;0;0;1;50;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;JAGODNJAK;1;JAGODNJAK;"DOM KULTURE PRIZEMLJE (BIVŠI ""SAJRIÆ"")";BORISA KIDRIÈA 100;271;125;125;119;6;0;0;0;1;0;1;1;1;2;8;0;1;1;0;10;1;0;1;0;0;2;0;89;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;JAGODNJAK;2;JAGODNJAK;DOM KULTURE VIJEÆNICA OPÆINE JAGODNJAK (NA KATU);BORISA KIDRIÈA 100;250;117;117;116;1;0;1;0;0;0;0;0;1;0;21;0;0;6;1;13;1;0;0;0;1;0;0;70;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;JAGODNJAK;3;BOLMAN;MALA SALA DOMA KULTURE;SAVE KOVAÈEVIÆA 74;272;122;122;114;8;1;0;0;1;0;0;0;1;2;7;0;0;1;0;36;1;1;1;0;2;0;4;56;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;1;KNEŽEVI VINOGRADI;SJEDIŠTE OPÆINE;HRVATSKE REPUBLIKE 3;466;269;233;231;2;0;1;1;3;0;2;0;5;1;57;1;11;3;5;41;8;0;0;0;3;2;4;78;3;1;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;2;KNEŽEVI VINOGRADI;OSNOVNA ŠKOLA KNEŽEVI VINOGRADI;KNEŽEVI VINOGRADI;442;202;202;197;5;0;1;1;1;0;2;4;1;1;56;2;4;2;1;18;8;0;0;0;1;1;1;90;1;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;3;KARANAC;HRVATSKI DOM KULTURE;PETEFI ŠANDORA 68;569;306;306;297;9;2;0;0;1;0;2;5;0;1;71;2;5;4;5;50;9;0;0;0;0;4;0;134;0;0;1;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;4;ZMAJEVAC;DOM KULTURE;MARŠALA TITA 90;386;130;130;128;2;0;1;0;0;1;1;0;1;2;32;0;3;4;1;27;3;0;0;0;0;0;0;50;1;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;5;SUZA;DOM KULTURE;MARŠALA TITA 105;142;51;51;48;3;2;0;0;0;0;2;2;0;1;4;0;2;1;1;13;3;0;0;0;0;0;0;16;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;6;KOTLINA;DOM KULTURE;GLAVNA 48;60;27;27;27;0;1;0;0;0;0;0;1;0;0;3;1;0;0;0;10;1;0;0;0;1;0;1;7;0;0;0;0;1;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;7;KAMENAC;DOM KULTURE;GLAVNA 49;114;54;54;53;1;1;0;0;0;0;1;1;1;0;20;0;2;4;1;12;0;0;0;0;0;0;0;10;0;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KNEŽEVI VINOGRADI;8;MIRKOVAC;SJEDIŠTE UPRAVE POLJOPRIVREDE MIRKOVAC;MIRKOVAC;140;47;47;47;0;0;0;1;0;0;0;3;0;0;10;1;1;1;1;15;0;0;0;0;0;0;0;13;0;0;0;1;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;1;KOŠKA;ŠUMARIJA KOŠKA;NIKOLE ŠUBIÆA ZRINSKOG 65;854;513;513;502;11;0;0;4;2;2;9;6;1;2;162;1;20;36;5;126;13;2;1;0;11;1;0;96;2;0;0;0;0;;;;;;;;;;;;;;;;;
IV. IZBORNA JEDINICA;KOŠKA;2;KOŠKA;"OSNOVNA ŠKOLA ""IVANE BRLIÆ MAŽURANIÆ""";TRG DR. FRANJE TUÐMANA 5;660;419;419;416;3;1;0;1;1;1;3;7;0;1;126;2;11;20;3;120;3;1;0;0;3;6;0;105;0;0;1;0;0;;;;;;;;;;;;;;;;;
