Izborna jedinica;Grad / opæina;BM Rbr;BM Naziv;BM Lokacija;BM Adresa;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA  , Nositelj liste:  MIRKO MAKAUS ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  GORAN OŽANIÆ;AKCIJA MLADIH - AM , LISTA ZA RIJEKU - LISTA-RI , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH  , Nositelj liste:  DANKO ŠVORINIÆ ;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  ANDRIJA ŠKRIBULJA  ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  ,  Nositelj liste:  NATAŠA SRDOÈ  ;HRVATSKA SELJAÈKA STRANKA - HSS , ZELENA STRANKA - ZS , STRANKA PENZIONERA - SP  , Nositelj liste:  IVO ZRILIÆ ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  dr.sc. IVAN KIRIN;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  DAVOR JURICA ;ISTARSKA SOCIJALDEMOKRATSKA NEZAVISNA STRANKA - ISDNS  , Nositelj liste:  IVAN JANKO  ;LADONJA  , Nositelj liste:  PLINIO CUCCURIN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  ZDRAVKO BERIÆ;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ ;PRIMORSKO GORANSKI SAVEZ - PGS , BLOK UMIROVLJENICI ZAJEDNO - BUZ , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ;SAVEZ ZA PROMJENE - SP , AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS  , Nositelj liste:  IVAN PERNAR   ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  IVAN PLJEŠA;STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ  , Nositelj liste:  ŽELJKO VINSKI, ing.grad.;VOLIM HRVATSKU - VH  , Nositelj liste:  prof.dr.sc. ZVONKO ÈAPKO ;ZELENA LISTA  , Nositelj liste:  DARKO ANTOŠ  ;ZELENA STRANKA-ZELENA ALTERNATIVA - ZELENI  , Nositelj liste:  mr.sc. JOSIP-ANTON RUPNIK;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;4;VOZILIÆI;OSNOVNA ŠKOLA U VOZILIÆIMA;VOZILIÆI;262;204;204;200;4;0;1;3;0;0;0;31;0;3;1;1;5;6;1;0;6;0;2;3;0;136;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;5;PLOMIN;BIVŠA OPÆINSKA ZGRADA;PLOMIN LUKA, PLOMIN;398;252;252;248;4;2;0;4;0;1;1;40;0;3;12;2;0;11;2;3;15;0;1;5;2;137;4;0;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;6;KOŽLJAK;PROSTORIJE BIVŠE ŠKOLE U KOŽLJAKU;KOŽLJAK;169;96;96;92;4;0;0;1;0;0;1;12;0;1;8;0;2;5;0;0;5;0;0;0;0;56;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;7;ŠUŠNJEVICA;U PROSTORIJAMA ZGRADE MO ŠUŠNJEVICA;ŠUŠNJEVICA;286;152;152;146;6;0;0;6;0;0;2;19;1;3;4;0;1;10;0;2;3;0;2;3;0;86;0;0;0;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;KRŠAN;8;ÈEPIÆ;PROSTORIJE UDRUGE MLADIH ÈEPIÆ;ÈEPIÆ;425;279;279;274;5;0;0;10;0;0;1;21;2;6;5;1;2;7;0;5;12;0;2;5;0;191;0;1;0;1;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LANIŠÆE;1;LANIŠÆE;ZGRADA OPÆINE LANIŠÆE - DRUŠTVENE PROSTORIJE;LANIŠÆE;186;107;107;103;4;0;0;1;1;0;2;38;0;3;0;1;1;2;8;0;0;0;3;2;0;39;0;2;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LANIŠÆE;2;RAÈJA VAS;ZGRADA STARE ŠKOLE;RAÈJA VAS;51;18;18;16;2;0;0;0;1;0;0;4;0;1;0;0;0;1;0;1;0;0;0;0;0;7;1;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LANIŠÆE;3;BREST;ZGRADA STARE ŠKOLE;BREST;77;42;42;42;0;0;0;0;0;0;0;2;1;0;3;1;0;2;0;0;0;1;0;1;0;29;2;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LANIŠÆE;4;VODICE;ZGRADA STARE ŠKOLE U VODICAMA;VODICE;52;28;28;28;0;0;0;0;0;0;0;4;1;0;0;0;2;0;1;1;0;0;1;1;0;17;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LIŽNJAN - LISIGNANO;1;LIŽNJAN;DVORANA U PRIZEMLJU OPÆINSKE ZGRADE;LIŽNJAN 147;1.208;747;747;736;11;2;3;2;2;4;1;73;2;7;9;8;21;50;2;6;52;0;12;19;1;448;4;0;0;4;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LIŽNJAN - LISIGNANO;2;ŠIŠAN;ZGRADA ZAJEDNICE TALIJANA;G. DOBRAN 20, ŠIŠAN;668;446;446;433;13;1;2;3;0;1;3;40;0;2;4;2;1;16;1;5;36;0;5;9;3;284;3;1;1;6;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LIŽNJAN - LISIGNANO;3;VALTURA;ZGRADA MJESNOG ODBORA;VALTURA 138;592;402;402;390;12;0;2;6;0;1;2;26;2;5;8;4;0;21;4;7;45;0;6;4;3;232;3;0;0;3;6;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LIŽNJAN - LISIGNANO;4;MUNTIÆ;ZGRADA OŠ MUNTIÆ;MUNTIÆ  80;328;225;225;221;4;0;1;2;0;0;1;16;0;2;2;3;1;11;4;5;21;1;3;2;0;138;1;0;2;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LIŽNJAN - LISIGNANO;5;JADREŠKI;ZGRADA OSNOVNE ŠKOLE U JADREŠKIMA;JADREŠKI 5;386;255;255;254;1;0;2;0;0;0;1;32;0;0;1;1;1;15;3;1;22;0;5;2;1;161;3;0;0;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOPAR;1;LOPAR;PODRUÈNA ŠKOLA LOPAR;LOPAR;1.121;843;843;831;12;0;1;4;4;1;4;386;6;10;14;40;11;16;4;0;1;1;7;17;1;294;2;0;0;3;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;1;LOVRAN;PROST. OPÆINE LOVRAN - VIJEÆNICA;LOVRAN, ŠETALIŠTE M.TITA 41/I;388;194;194;194;0;1;1;8;0;1;1;22;1;1;0;5;4;12;0;2;5;0;2;9;4;110;2;0;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;2;LOVRAN;"PROSTORIJE OŠ ""V. CAR EMIN""";LOVRAN, UL.9.RUJNA BR. 4;977;640;640;629;11;0;2;17;4;2;2;56;2;3;7;5;8;26;1;2;15;0;10;32;2;425;4;1;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;3;LOVRAN;"PROSTORIJE HOTELA ""LOVRAN""";LOVRAN, ŠETALIŠTE M.TITA 19;888;568;568;564;4;1;2;26;2;0;2;68;2;1;10;7;8;34;1;6;20;0;15;28;0;325;2;0;0;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;4;LOVRAN;"PROST.DJEÈ.DOMA ""I.B.MAŽURANIÆ""";LOVRAN, OMLADINSKA 1;729;462;462;457;5;2;3;14;5;1;1;31;1;3;4;8;4;26;5;3;14;0;6;24;5;293;0;0;0;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;5;MEDVEJA;PROST. TUR. ZAJEDNICE MJESTA MEDVEJA;LOVRAN, MEDVEJA 6A;161;112;112;110;2;0;0;0;0;1;1;16;1;1;1;0;1;2;0;0;3;0;1;3;0;78;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LOVRAN;6;LIGANJ;"PROSTORIJE ""DOMA LIGANJ""";LOVRAN, LIGANJ 42;759;478;478;470;8;0;6;9;2;1;4;32;2;6;5;3;7;30;2;5;15;1;3;18;1;314;0;0;0;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;1;LUPOGLAV;VIJEÆNICA,  ZGRADA SJEDIŠTA OPÆINE;LUPOGLAV 17;344;231;231;222;9;0;0;5;2;0;1;14;0;2;2;3;0;3;2;5;22;0;4;6;0;145;2;0;1;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;2;SEMIÆ;ZGRADA STARE ŠKOLE;SEMIÆ;94;61;61;61;0;0;0;0;0;1;0;2;1;0;0;0;0;1;0;2;3;0;0;0;0;50;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;3;BREST POD UÈKOM;ZGRADA STARE ŠKOLE;BREST POD UÈKOM;44;25;25;24;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;0;0;0;16;0;0;1;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;4;VRANJA;ZGRADA STARE ŠKOLE;VRANJA 14;101;70;70;70;0;0;0;0;0;0;0;2;0;1;0;0;0;2;0;3;4;0;1;1;0;55;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;5;LESIŠÆINA;PRIVATNA KUÆA VL. BRANKO BAŠIÆ;LESIŠÆINA, LESIŠÆINA 2 A;57;47;47;47;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;3;2;0;1;0;0;34;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;6;BOLJUN;BOLJUN 11;BOLJUN 11;85;41;41;40;1;0;0;0;0;0;0;9;0;0;0;1;0;1;0;1;2;0;0;1;0;25;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;LUPOGLAV;7;BOLJUNSKO POLJE;ZGRADA STARE ŠKOLE;BOLJUNSKO POLJE 70;141;81;81;80;1;1;0;3;0;0;0;5;0;0;0;1;0;1;0;0;5;0;1;1;0;61;0;0;0;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALINSKA-DUBAŠNICA;1;MALINSKA-DUBAŠNICA;PROST. DRUŠTV.DOMA MATE JUSTINIÆ;SV. VID MIHOLJICE;555;262;262;251;11;2;1;4;3;0;0;52;1;4;5;7;7;10;2;0;0;0;5;28;0;113;1;0;1;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALINSKA-DUBAŠNICA;2;MILOVÈIÆI;PROSTORIJE DRUŠTVENOG DOMA;MILOVÈIÆI;451;218;212;207;5;0;1;1;0;0;1;37;1;2;4;4;4;7;2;0;3;0;4;35;0;97;2;0;2;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALINSKA-DUBAŠNICA;3;MALINSKA-DUBAŠNICA;PROST.PRIVATNOG STAMBENOG OBJEKTA;MALINSKA DUBAŠNICA, PORAT BR. 13;512;227;227;223;4;1;0;1;0;0;3;55;0;4;6;4;7;9;2;0;2;0;10;44;0;73;0;0;1;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALINSKA-DUBAŠNICA;4;MALINSKA-DUBAŠNICA;"PROST. OŠ ""FRAN KRSTO FRANKOPAN""";BOGOVIÆI, STIPKINO 7;1.536;692;692;682;10;4;2;12;0;4;2;149;1;9;9;13;24;31;16;0;8;1;24;113;0;251;3;0;0;3;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MALINSKA-DUBAŠNICA;5;MALINSKA-DUBAŠNICA;PROST. OPÆINE MALINSKA-DUBAŠNICA;MALINSKA-DUB., LINA BOLMARÈIÆA 22;633;341;341;335;6;0;0;5;2;1;0;47;2;3;4;18;1;13;10;0;1;0;13;66;1;141;0;3;1;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;1;DIVŠIÆI;DRUŠTVENI DOM;DIVŠIÆI;438;289;289;285;4;0;0;2;0;2;3;23;1;1;7;1;3;8;1;5;15;0;3;6;2;198;0;0;0;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;2;RAKALJ;DRUŠTVENI DOM;RAKALJ;447;291;291;286;5;0;1;4;0;2;3;10;2;2;0;2;1;8;4;3;23;0;2;5;2;205;1;0;1;2;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;3;KRNICA;DRUŠTVENI DOM;KRNICA;343;216;216;208;8;0;0;2;0;0;0;6;1;1;0;1;2;6;1;3;7;0;3;5;2;162;0;0;2;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;4;PERUŠKI;DRUŠTVENI DOM;PERUŠKI;217;175;175;172;3;0;1;0;0;0;0;3;0;3;3;1;0;15;0;2;17;0;2;1;1;118;2;0;1;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;5;MALI VAREŠKI;ZGRADA BIVŠE OŠ MALI VAREŠKI;MALI VAREŠKI;456;274;274;273;1;0;3;2;1;0;3;19;1;1;3;3;1;13;4;4;19;0;5;4;1;186;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;6;MARÈANA;DRUŠTVENI DOM;MARÈANA;981;689;689;676;13;1;3;7;1;1;2;64;1;5;5;8;1;28;5;4;111;0;11;10;4;396;2;0;0;1;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;7;KUJIÆI;"ZGRADA NK ""MANJADVORCI""";KUJIÆI;230;153;153;150;3;2;0;1;1;0;0;14;0;1;0;0;0;5;0;0;13;0;1;3;0;106;3;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MARÈANA;8;LOBORIKA;ŽUPNA KUÆA;LOBORIKA;626;412;412;392;20;0;4;1;1;2;2;39;4;3;5;3;3;19;1;2;27;3;8;8;1;248;1;0;2;1;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;1;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - LIJEVO";MATULJI, ŠETALIŠTE D. GERVAISA 1;1.043;667;667;660;7;0;6;19;5;3;6;65;6;6;10;11;15;28;0;3;19;0;13;49;0;381;2;1;0;3;9;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;2;MATULJI;"OŠ ""ANDRIJE MOHOROVIÈIÆ"" - DESNO";MATULJI, ŠETALIŠTE D. GERVAISA 1;1.152;699;699;690;9;2;2;24;1;0;3;100;4;6;10;7;19;42;6;3;19;0;14;31;0;388;2;1;2;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;3;BREGI;DOM BREGI;POŠÈIÆI 57;660;423;423;419;4;0;2;9;0;3;2;32;0;5;5;9;4;22;1;1;13;0;8;20;4;271;0;0;2;1;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;4;MATULJI;VIJEÆNICA;MATULJI, TRG M. TITA 11;1.043;670;670;663;7;0;2;20;3;1;2;96;2;2;11;9;9;42;0;2;30;0;21;49;2;350;2;0;1;4;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;5;MATULJI;PROSTORIJE AMK-MATULJI;MATULJI, KASTAVSKA CESTA 4;1.076;682;682;673;9;0;2;16;6;3;2;96;3;6;19;3;15;53;3;3;29;0;12;55;6;334;1;0;1;1;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;6;JUŠIÆI;DRUŠTVENI DOM;JUŠIÆI 42;771;535;535;533;2;1;2;18;0;1;1;38;0;1;11;3;7;24;2;3;15;0;10;35;1;352;1;0;0;4;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;7;RUKAVAC;"PODRUÈNA ŠKOLA ""RUKAVAC""";RUKAVAC BB;1.015;600;600;593;7;1;0;22;1;4;1;61;3;9;6;7;9;34;1;1;15;0;13;43;0;346;3;0;1;2;10;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;8;JURDANI;MJESNI URED JURDANI;JURDANI 64;561;386;386;382;4;0;0;16;1;0;2;28;4;9;11;9;8;16;2;1;8;0;8;18;2;232;1;0;2;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;9;KUÆELI;DOM BIŠKUPI;BIŠKUPI;126;87;87;87;0;0;0;3;0;0;0;6;0;0;3;2;0;4;0;1;1;0;4;8;1;48;0;0;1;4;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;10;PERMANI;DOM PERMANI;PERMANI 1;516;370;370;365;5;0;2;14;3;0;0;23;1;5;3;2;6;21;1;3;11;0;3;16;2;247;0;1;1;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;11;BREŠCA;"OŠ ""DRAGO GERVAIS""-BREŠCA";BREŠCA 6;357;219;219;216;3;1;0;3;1;1;0;18;1;0;2;4;5;11;1;2;10;0;2;17;2;129;1;0;3;2;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;12;VELI BRGUD;DOM VELI BRGUD;VELI BRGUD 62;430;303;303;296;7;0;1;10;7;3;1;21;3;10;5;5;1;11;0;5;10;0;13;20;4;156;2;0;0;6;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;13;ZVONEÆA;PODRUÈNA ŠKOLA ZVONEÆA;ZVONEÆA 40;263;165;165;160;5;0;1;1;1;0;1;7;0;7;3;4;7;7;2;2;8;0;3;15;1;86;0;2;1;0;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;14;VELE MUNE;PROSTORIJE BIVŠE MJESNE ZAJEDNICE;VELE MUNE 2;266;160;160;158;2;1;5;3;0;0;0;20;1;1;0;2;3;16;3;2;0;0;4;8;0;87;1;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;15;RUPA;DRUŠTVENI DOM RUPA;RUPA 29;288;210;210;202;8;1;2;4;1;0;2;11;0;0;3;0;14;13;0;2;6;1;0;7;1;128;1;1;1;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;16;PASJAK;"KUD ""DANICA""";PASJAK 6O;122;84;84;83;1;0;0;1;0;0;1;10;0;0;1;3;1;6;0;0;6;0;4;6;0;43;0;0;1;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;17;ŠAPJANE;"""DOM ŠAPJANE""";ŠAPJANE;188;134;134;130;4;0;1;7;0;0;0;24;0;0;0;1;3;6;0;1;0;0;0;8;0;79;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;18;BRDCE;ZGRADA BR. 2;BRDCE 6;74;42;39;38;1;0;0;2;0;0;0;3;0;0;1;1;1;4;1;1;1;0;0;8;0;15;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;19;LIPA;MUZEJ LIPA;12.936;113;82;82;81;1;0;0;0;0;2;0;10;2;0;1;0;0;7;0;1;1;1;1;5;0;45;0;0;0;1;4;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MATULJI;20;ŽEJANE;PODRUÈNA ŠKOLA ŽEJANE;ŽEJANE 1;150;70;70;70;0;0;0;2;0;0;0;2;1;0;0;0;2;3;1;5;2;0;3;3;1;45;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;1;MEDULIN;DRUŠTVENI DOM,  PROSTORIJA BR.1;CENTAR 58/1, MEDULIN;1.421;708;706;693;13;2;5;3;2;0;5;73;1;13;4;6;5;45;5;8;55;0;18;11;4;416;2;0;0;5;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;2;MEDULIN;DRUŠTVENI DOM,  PROSTORIJA BR.2;CENTAR 58/1, MEDULIN;1.450;763;763;754;9;0;3;3;1;1;1;115;2;7;6;2;3;55;7;8;67;0;9;15;12;425;3;0;1;3;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;3;BANJOLE;DRUŠTVENI DOM;ÈIMULJE 24;959;606;606;600;6;1;2;1;0;1;0;42;1;2;11;5;0;51;4;4;72;0;15;9;9;359;4;0;0;2;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;4;VINKURAN;ŠKOLA U VINKURANU;CENTAR 3, VINKURAN;745;524;524;514;10;0;5;1;1;0;4;47;0;2;9;3;1;33;7;5;67;0;15;3;2;296;9;0;0;2;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;5;POMER;"ZGRADA ""ALBANEŽ D.O.O.""";POMER 1;374;218;218;216;2;0;0;1;1;0;1;18;0;2;5;0;2;17;1;0;26;0;3;7;1;126;2;0;0;0;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;6;PJEŠÈANA UVALA;"RESTORAN ""LANTERNA""";PJEŠÈANA UVALA BR. 1, OGRANAK V;605;411;411;401;10;0;2;1;0;0;0;50;2;1;7;3;3;28;1;0;53;0;10;9;1;214;8;0;2;3;3;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MEDULIN;7;PREMANTURA;DRUŠTVENI DOM;SELO 120, PREMANTURA;778;456;455;451;4;0;3;2;0;0;4;44;6;3;9;4;4;23;3;3;55;0;7;6;1;257;1;0;3;8;5;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOŠÆENIÈKA DRAGA;1;MOŠÆENIÈKA DRAGA;OPÆINSKA VIJEÆNICA;MOŠÆENIÈKA DRAGA, TRG SLOBODE 7;726;493;493;477;16;0;2;12;4;1;3;40;8;3;6;4;2;25;3;3;16;0;10;32;1;292;0;0;1;7;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOŠÆENIÈKA DRAGA;2;MOŠÆENICE;PODRUÈNA ŠKOLA MOŠÆENICE;MOŠÆENICE BR. 12;324;230;230;227;3;2;0;6;0;0;1;14;1;1;1;1;0;9;0;0;22;0;7;12;1;143;2;1;1;0;2;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOŠÆENIÈKA DRAGA;3;BRSEÈ;PODRUÈNA ŠKOLA BRSEÈ;BRSEÈ BR. 36;416;295;295;291;4;0;3;5;0;0;4;28;2;4;9;1;2;10;3;2;21;1;1;12;0;178;2;0;1;1;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOTOVUN - MONTONA;1;MOTOVUN;ZGRADA SJEDIŠTA OPÆINE U MOTOVUNU;TRG ANDREA ANTICO 1;440;267;267;259;8;0;1;2;0;0;0;14;0;1;2;1;1;6;0;1;28;0;3;0;2;192;1;0;1;2;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOTOVUN - MONTONA;2;KALDIR;ZGRADA STARE ŠKOLE;KALDIR BB;246;137;137;134;3;0;1;3;0;0;0;9;1;2;4;0;1;2;1;4;15;0;1;0;3;86;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOTOVUN - MONTONA;3;BRKAÈ;ZGRADA DOMA U BRKAÈU;BRKAÈ 28;110;76;76;71;5;0;0;0;1;0;2;11;0;0;1;0;0;4;0;1;2;0;0;0;0;48;0;0;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;MOTOVUN - MONTONA;4;SVETI BARTOL;ZGRADA STARE ŠKOLE U SVETOM BARTOLU;SVETI BARTOL BB;81;52;52;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;1;45;0;0;0;0;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OMIŠALJ;1;OMIŠALJ;PROST. BIVŠE POŠTANSKE CENTRALE;OMIŠALJ, PRIKEŠTE 13;699;438;438;431;7;1;7;3;1;2;2;40;3;1;4;14;8;33;5;1;10;0;11;63;1;214;2;0;1;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OMIŠALJ;2;OMIŠALJ;VIJEÆNICA OPÆINE OMIŠALJ I KAT LIJEVO;OMIŠALJ, PRIKEŠTE 13;1.209;677;677;671;6;0;4;14;1;3;1;113;1;7;9;23;14;21;1;0;4;0;16;113;3;318;0;0;1;3;1;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OMIŠALJ;3;NJIVICE;"PROSTORIJE GALERIJE ""NJIVICE""";NJIVICE, RIBARSKA OBALA 10;500;264;264;264;0;0;4;8;1;0;0;47;1;2;1;4;8;16;8;1;2;0;5;51;1;101;1;0;1;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OMIŠALJ;4;NJIVICE;PROSTORIJE DRUŠTVENOG CENTRA KIJAC;NJIVICE, CVJETNI TRG 8;807;447;447;440;7;0;2;6;0;0;0;47;1;6;9;11;7;34;1;0;3;0;11;66;0;233;1;1;0;1;0;;;;;;;;;;;;;;;;;
VIII. IZBORNA JEDINICA;OPRTALJ - PORTOLE;1;OPRTALJ;ZGRADA OPÆINE OPRTALJ;MATKA LAGINJE 21, OPRTALJ;385;223;223;215;8;1;0;4;1;1;0;22;0;1;1;2;0;2;0;13;8;1;2;0;0;153;0;0;0;1;2;;;;;;;;;;;;;;;;;
